Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,11,1,.917,—,10,2,102.7,89.7
Toronto Raptors,6,7,.462,5.5,8,5,99.5,96.8
New Jersey Nets,6,7,.462,5.5,3,10,87.4,94.8
Philadelphia 76ers,3,9,.250,8.0,4,8,89.9,93.8
New York Knicks,3,9,.250,8.0,3,9,94.4,101.8
Detroit Pistons,8,4,.667,—,8,4,97.8,93.3
Milwaukee Bucks,7,4,.636,0.5,5,6,97.5,98.0
Cleveland Cavaliers,7,6,.538,1.5,6,7,100.8,102.5
Indiana Pacers,6,7,.462,2.5,5,8,102.5,104.9
Chicago Bulls,2,9,.182,5.5,2,9,87.3,96.8
Orlando Magic,12,3,.800,—,11,4,104.1,97.3
Washington Wizards,6,7,.462,5.0,6,7,102.5,103.0
Charlotte Bobcats,6,7,.462,5.0,5,8,93.5,96.3
Atlanta Hawks,5,7,.417,5.5,5,7,95.6,98.1
Miami Heat,3,10,.231,8.0,4,9,87.4,92.4
Utah Jazz,9,4,.692,—,10,3,106.1,97.7
Denver Nuggets,9,5,.643,0.5,10,4,105.1,99.5
Portland Trail Blazers,5,8,.385,4.0,4,9,93.6,98.0
Seattle SuperSonics,2,11,.154,7.0,3,10,99.5,108.0
Minnesota Timberwolves,1,10,.091,7.0,2,9,92.5,101.1
Phoenix Suns,11,2,.846,—,10,3,108.5,100.5
Los Angeles Lakers,7,5,.583,3.5,8,4,105.6,100.8
Los Angeles Clippers,6,6,.500,4.5,5,7,96.3,99.8
Golden State Warriors,5,7,.417,5.5,5,7,107.0,109.5
Sacramento Kings,4,9,.308,7.0,4,9,98.8,104.5
San Antonio Spurs,11,2,.846,—,10,3,99.8,90.8
New Orleans Hornets,10,5,.667,2.0,10,5,96.3,92.2
Dallas Mavericks,9,4,.692,2.0,9,4,102.8,97.2
Houston Rockets,7,7,.500,4.5,8,6,95.6,93.4
Memphis Grizzlies,4,9,.308,7.0,5,8,104.8,107.8
