Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Milwaukee Bucks,60,21,.741,—,61,20,118.1,109.0
Toronto Raptors,57,24,.704,3.0,55,26,114.4,108.5
Philadelphia 76ers,50,30,.625,9.5,47,33,115.3,112.4
Boston Celtics,48,33,.593,12.0,52,29,112.3,107.9
Indiana Pacers,47,34,.580,13.0,49,32,107.7,104.3
Orlando Magic,41,40,.506,19.0,42,39,107.1,106.5
Brooklyn Nets,41,40,.506,19.0,40,41,112.2,112.5
Detroit Pistons,39,41,.488,20.5,38,42,107.0,107.7
Charlotte Hornets,38,42,.475,21.5,37,43,110.5,111.9
Miami Heat,38,42,.475,21.5,39,41,105.7,105.9
Washington Wizards,32,49,.395,28.0,34,47,114.1,116.9
Atlanta Hawks,29,52,.358,31.0,26,55,113.1,119.2
Chicago Bulls,22,58,.275,37.5,21,59,105.1,113.4
Cleveland Cavaliers,19,62,.235,41.0,19,62,104.6,114.0
New York Knicks,16,64,.200,43.5,19,61,104.9,114.1
Golden State Warriors,56,24,.700,—,56,24,117.8,111.1
Denver Nuggets,53,27,.663,3.0,50,30,110.9,106.7
Houston Rockets,53,28,.654,3.5,52,29,114.0,109.1
Portland Trail Blazers,51,29,.638,5.0,50,30,114.5,110.3
Utah Jazz,49,31,.613,7.0,53,27,111.3,106.0
Oklahoma City Thunder,47,33,.588,9.0,48,32,114.4,111.0
Los Angeles Clippers,47,34,.580,9.5,42,39,114.8,114.0
San Antonio Spurs,47,34,.580,9.5,44,37,111.7,110.2
Sacramento Kings,39,42,.481,17.5,38,43,114.0,115.0
Los Angeles Lakers,37,44,.457,19.5,36,45,111.9,113.6
Minnesota Timberwolves,36,44,.450,20.0,37,43,112.9,114.1
New Orleans Pelicans,33,48,.407,23.5,37,44,115.6,116.8
Dallas Mavericks,32,48,.400,24.0,37,43,108.9,110.2
Memphis Grizzlies,32,48,.400,24.0,33,47,103.3,106.1
Phoenix Suns,19,62,.235,37.5,19,62,107.5,116.8
