Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,61,15,.803,—,63,13,100.5,89.9
Philadelphia 76ers,39,38,.506,22.5,41,36,96.8,96.0
Toronto Raptors,38,39,.494,23.5,45,32,100.2,97.7
New Jersey Nets,32,45,.416,29.5,26,51,95.7,100.6
New York Knicks,21,56,.273,40.5,21,56,96.4,103.1
Detroit Pistons,55,21,.724,—,57,19,97.5,90.2
Cleveland Cavaliers,42,35,.545,13.5,37,40,96.8,97.4
Indiana Pacers,33,44,.429,22.5,34,43,103.7,105.5
Chicago Bulls,30,46,.395,25.0,30,46,96.9,99.9
Milwaukee Bucks,26,50,.342,29.0,22,54,96.6,103.0
Orlando Magic,48,29,.623,—,50,27,104.2,99.5
Washington Wizards,40,37,.519,8.0,38,39,98.9,99.1
Atlanta Hawks,36,41,.468,12.0,35,42,98.0,99.4
Charlotte Bobcats,29,48,.377,19.0,26,51,96.1,100.9
Miami Heat,13,64,.169,35.0,16,61,91.4,100.5
Utah Jazz,51,26,.662,—,56,21,106.9,99.8
Denver Nuggets,46,31,.597,5.0,47,30,110.6,107.0
Portland Trail Blazers,38,39,.494,13.0,35,42,94.9,96.1
Minnesota Timberwolves,19,57,.250,31.5,21,55,94.8,101.7
Seattle SuperSonics,18,59,.234,33.0,18,59,97.9,106.5
Los Angeles Lakers,53,24,.688,—,55,22,108.5,101.7
Phoenix Suns,51,26,.662,2.0,50,27,110.3,105.4
Golden State Warriors,46,31,.597,7.0,44,33,110.4,108.0
Sacramento Kings,36,41,.468,17.0,33,44,102.3,104.6
Los Angeles Clippers,23,54,.299,30.0,22,55,93.9,100.5
New Orleans Hornets,54,22,.711,—,52,24,101.0,95.6
San Antonio Spurs,53,24,.688,1.5,52,25,95.5,90.6
Houston Rockets,52,25,.675,2.5,51,26,96.7,92.0
Dallas Mavericks,48,29,.623,6.5,50,27,100.4,95.8
Memphis Grizzlies,21,56,.273,33.5,24,53,100.5,106.5
