Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,8,3,.727,—,9,2,98.5,88.3
Toronto Raptors,5,5,.500,2.5,5,5,106.9,105.9
Philadelphia 76ers,4,6,.400,3.5,3,7,97.3,102.4
New York Knicks,1,9,.100,6.5,2,8,100.5,110.2
New Jersey Nets,0,10,.000,7.5,2,8,84.5,94.8
Cleveland Cavaliers,7,3,.700,—,7,3,98.1,92.9
Milwaukee Bucks,5,2,.714,0.5,5,2,98.4,93.3
Chicago Bulls,5,4,.556,1.5,3,6,89.2,92.3
Detroit Pistons,5,5,.500,2.0,6,4,93.3,91.5
Indiana Pacers,4,3,.571,1.5,4,3,101.3,100.0
Atlanta Hawks,8,2,.800,—,7,3,108.0,100.0
Miami Heat,7,2,.778,0.5,6,3,96.2,90.1
Orlando Magic,7,3,.700,1.0,7,3,100.0,95.2
Charlotte Bobcats,3,6,.333,4.5,2,7,82.4,88.6
Washington Wizards,2,7,.222,5.5,3,6,94.2,98.9
Portland Trail Blazers,8,3,.727,—,9,2,95.4,87.1
Denver Nuggets,7,3,.700,0.5,7,3,106.2,100.6
Oklahoma City Thunder,5,5,.500,2.5,6,4,93.6,91.4
Utah Jazz,4,6,.400,3.5,5,5,100.5,101.9
Minnesota Timberwolves,1,10,.091,7.0,1,10,90.2,104.0
Phoenix Suns,9,2,.818,—,7,4,110.4,106.5
Los Angeles Lakers,7,3,.700,1.5,6,4,101.0,99.0
Sacramento Kings,5,4,.556,3.0,4,5,104.6,105.0
Los Angeles Clippers,4,7,.364,5.0,4,7,96.2,99.5
Golden State Warriors,3,6,.333,5.0,4,5,111.6,113.7
Dallas Mavericks,7,3,.700,—,7,3,99.8,92.8
Houston Rockets,6,4,.600,1.0,6,4,103.4,100.3
San Antonio Spurs,4,4,.500,2.0,5,3,101.9,99.9
New Orleans Hornets,3,8,.273,4.5,3,8,97.7,104.7
Memphis Grizzlies,2,8,.200,5.0,2,8,99.6,108.7
