Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Cleveland Cavaliers,41,15,.732,—,39,17,103.1,96.9
Toronto Raptors,38,18,.679,3.0,37,19,102.4,97.6
Boston Celtics,33,25,.569,9.0,37,21,106.1,102.1
Miami Heat,32,25,.561,9.5,29,28,97.1,96.9
Indiana Pacers,31,26,.544,10.5,33,24,102.5,100.4
Atlanta Hawks,31,27,.534,11.0,33,25,102.5,100.3
Chicago Bulls,30,26,.536,11.0,27,29,101.9,102.3
Charlotte Hornets,29,27,.518,12.0,30,26,102.0,101.0
Detroit Pistons,29,29,.500,13.0,31,27,101.6,100.7
Washington Wizards,26,30,.464,15.0,24,32,102.6,104.7
Orlando Magic,25,30,.455,15.5,25,30,100.1,101.2
Milwaukee Bucks,24,33,.421,17.5,20,37,98.6,102.8
New York Knicks,24,35,.407,18.5,24,35,99.2,101.8
Brooklyn Nets,15,42,.263,26.5,16,41,96.6,103.6
Philadelphia 76ers,8,49,.140,33.5,11,46,95.9,106.5
Golden State Warriors,51,5,.911,—,45,11,115.1,103.7
San Antonio Spurs,48,9,.842,3.5,49,8,105.2,92.7
Oklahoma City Thunder,41,16,.719,10.5,42,15,109.7,102.1
Los Angeles Clippers,37,20,.649,14.5,37,20,104.8,100.2
Memphis Grizzlies,33,23,.589,18.0,26,30,98.6,99.5
Portland Trail Blazers,30,27,.526,21.5,31,26,103.5,102.2
Dallas Mavericks,30,28,.517,22.0,28,30,101.4,102.1
Utah Jazz,28,28,.500,23.0,31,25,98.4,97.1
Houston Rockets,28,29,.491,23.5,26,31,105.4,106.8
Sacramento Kings,24,32,.429,27.0,24,32,107.1,109.1
Denver Nuggets,23,35,.397,29.0,23,35,100.6,103.7
New Orleans Pelicans,22,34,.393,29.0,23,33,102.4,105.3
Minnesota Timberwolves,18,40,.310,34.0,22,36,100.9,104.6
Phoenix Suns,14,43,.246,37.5,16,41,100.4,107.4
Los Angeles Lakers,11,48,.186,41.5,13,46,97.6,107.1
