Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New York Knicks,8,7,.533,—,6,9,96.2,98.3
Boston Celtics,7,8,.467,1.0,9,6,98.0,95.2
Philadelphia 76ers,6,9,.400,2.0,5,10,95.1,99.2
Toronto Raptors,7,11,.389,2.5,8,10,98.3,100.1
New Jersey Nets,3,12,.200,5.0,2,13,81.7,92.2
Indiana Pacers,10,6,.625,—,7,9,94.4,95.4
Cleveland Cavaliers,10,6,.625,—,11,5,96.5,91.1
Detroit Pistons,7,8,.467,2.5,6,9,91.4,93.2
Milwaukee Bucks,4,9,.308,4.5,6,7,97.6,99.4
Chicago Bulls,2,11,.154,6.5,2,11,89.3,99.8
Miami Heat,11,6,.647,—,10,7,98.7,95.8
Orlando Magic,10,5,.667,—,9,6,100.9,98.4
Washington Wizards,9,5,.643,0.5,9,5,103.1,99.4
Charlotte Bobcats,3,10,.231,6.0,4,9,94.1,99.3
Atlanta Hawks,2,13,.133,8.0,2,13,89.6,102.3
Seattle SuperSonics,14,3,.824,—,12,5,100.3,93.4
Minnesota Timberwolves,10,5,.667,3.0,9,6,99.7,95.9
Portland Trail Blazers,8,6,.571,4.5,8,6,90.1,88.3
Denver Nuggets,8,7,.533,5.0,6,9,90.4,92.5
Utah Jazz,8,8,.500,5.5,9,7,98.4,96.0
Phoenix Suns,13,3,.813,—,13,3,106.9,95.7
Sacramento Kings,11,5,.688,2.0,9,7,101.1,99.1
Los Angeles Clippers,10,6,.625,3.0,11,5,96.9,91.6
Los Angeles Lakers,10,7,.588,3.5,9,8,96.3,95.6
Golden State Warriors,3,12,.200,9.5,4,11,88.9,96.5
San Antonio Spurs,14,3,.824,—,14,3,95.9,84.7
Dallas Mavericks,11,6,.647,3.0,10,7,98.8,95.8
Houston Rockets,6,11,.353,8.0,7,10,87.9,90.6
Memphis Grizzlies,6,11,.353,8.0,8,9,93.7,94.8
New Orleans Hornets,1,13,.071,11.5,4,10,87.8,94.9
