Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,38,26,.594,—,39,25,104.5,101.3
Boston Celtics,27,36,.429,10.5,29,34,100.8,102.0
Brooklyn Nets,25,38,.397,12.5,23,40,96.3,100.0
Philadelphia 76ers,14,50,.219,24.0,12,52,90.7,100.8
New York Knicks,13,51,.203,25.0,14,50,92.3,101.0
Cleveland Cavaliers,42,25,.627,—,44,23,103.3,98.8
Chicago Bulls,40,26,.606,1.5,38,28,101.0,98.8
Milwaukee Bucks,34,31,.523,7.0,35,30,97.8,96.8
Indiana Pacers,30,34,.469,10.5,33,31,96.7,96.1
Detroit Pistons,23,41,.359,17.5,28,36,98.1,99.8
Atlanta Hawks,50,14,.781,—,45,19,102.8,96.7
Washington Wizards,37,28,.569,13.5,35,30,98.5,97.3
Miami Heat,29,35,.453,21.0,26,38,94.5,97.0
Charlotte Hornets,28,35,.444,21.5,27,36,95.0,97.0
Orlando Magic,21,45,.318,30.0,20,46,95.7,101.4
Portland Trail Blazers,42,20,.677,—,41,21,102.5,97.4
Oklahoma City Thunder,35,29,.547,8.0,37,27,102.4,99.9
Utah Jazz,28,36,.438,15.0,31,33,95.3,95.7
Denver Nuggets,24,41,.369,19.5,24,41,100.0,103.7
Minnesota Timberwolves,14,49,.222,28.5,16,47,97.6,105.4
Golden State Warriors,51,12,.810,—,50,13,109.6,99.3
Los Angeles Clippers,42,23,.646,10.0,45,20,106.2,100.2
Phoenix Suns,34,32,.515,18.5,34,32,104.9,104.6
Sacramento Kings,22,41,.349,29.0,23,40,100.9,105.1
Los Angeles Lakers,17,47,.266,34.5,19,45,99.1,105.3
Memphis Grizzlies,45,20,.692,—,40,25,99.0,95.7
Houston Rockets,43,22,.662,2.0,39,26,103.0,100.0
Dallas Mavericks,41,25,.621,4.5,41,25,104.3,100.8
San Antonio Spurs,40,24,.625,4.5,41,23,101.9,97.9
New Orleans Pelicans,36,29,.554,9.0,34,31,99.8,99.0
