Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,42,29,.592,—,43,28,104.3,101.3
Boston Celtics,31,39,.443,10.5,33,37,100.9,101.6
Brooklyn Nets,29,40,.420,12.0,26,43,97.3,100.8
Philadelphia 76ers,17,54,.239,25.0,15,56,91.2,100.4
New York Knicks,14,57,.197,28.0,15,56,92.1,101.3
Cleveland Cavaliers,46,26,.639,—,48,24,103.5,98.7
Chicago Bulls,43,29,.597,3.0,41,31,100.8,98.6
Milwaukee Bucks,35,36,.493,10.5,36,35,97.6,97.4
Indiana Pacers,30,40,.429,15.0,34,36,96.6,97.0
Detroit Pistons,27,44,.380,18.5,32,39,98.2,99.6
Atlanta Hawks,53,17,.757,—,47,23,102.6,97.4
Washington Wizards,40,31,.563,13.5,37,34,98.2,97.6
Miami Heat,32,38,.457,21.0,29,41,94.7,96.9
Charlotte Hornets,30,39,.435,22.5,29,40,94.7,97.0
Orlando Magic,22,50,.306,32.0,22,50,96.1,102.1
Portland Trail Blazers,44,25,.638,—,45,24,102.7,98.3
Oklahoma City Thunder,41,30,.577,4.0,43,28,103.6,100.5
Utah Jazz,31,39,.443,13.5,34,36,94.8,95.0
Denver Nuggets,27,44,.380,18.0,27,44,100.5,103.9
Minnesota Timberwolves,16,54,.229,28.5,18,52,97.9,105.8
Golden State Warriors,58,13,.817,—,57,14,109.8,99.1
Los Angeles Clippers,46,25,.648,12.0,48,23,106.1,100.5
Phoenix Suns,38,33,.535,20.0,37,34,104.2,103.6
Sacramento Kings,25,45,.357,32.5,26,44,101.2,105.1
Los Angeles Lakers,18,51,.261,39.0,21,48,98.9,104.8
Memphis Grizzlies,50,21,.704,—,45,26,99.1,95.2
Houston Rockets,47,23,.671,2.5,42,28,103.4,100.2
Dallas Mavericks,45,27,.625,5.5,45,27,104.6,101.0
San Antonio Spurs,44,26,.629,5.5,46,24,102.4,97.9
New Orleans Pelicans,37,33,.529,12.5,36,34,99.3,99.0
