Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,26,24,.520,—,29,21,99.4,97.1
Brooklyn Nets,22,26,.458,3.0,20,28,97.6,100.3
New York Knicks,20,30,.400,6.0,22,28,97.2,98.7
Boston Celtics,18,33,.353,8.5,19,32,95.1,98.7
Philadelphia 76ers,15,36,.294,11.5,12,39,101.1,110.0
Indiana Pacers,39,10,.796,—,38,11,98.8,90.7
Chicago Bulls,24,25,.490,15.0,23,26,92.1,93.0
Detroit Pistons,20,29,.408,19.0,20,29,100.1,102.7
Cleveland Cavaliers,17,33,.340,22.5,15,35,96.6,102.7
Milwaukee Bucks,9,40,.184,30.0,10,39,92.2,101.8
Miami Heat,35,13,.729,—,33,15,104.3,98.9
Atlanta Hawks,25,23,.521,10.0,26,22,102.7,101.3
Washington Wizards,24,25,.490,11.5,24,25,99.4,99.7
Charlotte Bobcats,22,28,.440,14.0,20,30,94.3,96.9
Orlando Magic,15,37,.288,22.0,16,36,96.3,101.8
Oklahoma City Thunder,40,12,.769,—,38,14,104.9,97.5
Portland Trail Blazers,35,15,.700,4.0,32,18,107.8,103.4
Denver Nuggets,24,24,.500,14.0,24,24,103.7,103.5
Minnesota Timberwolves,24,26,.480,15.0,31,19,105.5,101.6
Utah Jazz,16,33,.327,22.5,13,36,94.1,100.9
Los Angeles Clippers,35,18,.660,—,36,17,106.4,100.8
Golden State Warriors,30,20,.600,3.5,32,18,102.9,98.6
Phoenix Suns,29,20,.592,4.0,30,19,104.7,101.7
Los Angeles Lakers,18,32,.360,15.5,17,33,101.1,106.1
Sacramento Kings,17,33,.340,16.5,21,29,101.5,103.7
San Antonio Spurs,36,14,.720,—,36,14,103.9,97.3
Houston Rockets,33,17,.660,3.0,31,19,105.4,101.6
Dallas Mavericks,30,21,.588,6.5,30,21,104.6,102.3
Memphis Grizzlies,26,22,.542,9.0,24,24,95.5,95.3
New Orleans Pelicans,22,27,.449,13.5,22,27,99.9,101.3
