Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,41,24,.631,—,42,23,98.4,94.2
Toronto Raptors,32,33,.492,9.0,28,37,104.0,105.9
Philadelphia 76ers,23,43,.348,18.5,25,41,97.4,101.0
New York Knicks,23,43,.348,18.5,26,40,101.8,104.8
New Jersey Nets,7,59,.106,34.5,12,54,91.1,101.2
Cleveland Cavaliers,52,15,.776,—,49,18,102.2,95.1
Milwaukee Bucks,36,29,.554,15.0,37,28,97.9,96.1
Chicago Bulls,31,34,.477,20.0,27,38,97.2,99.8
Detroit Pistons,23,43,.348,28.5,22,44,93.4,97.9
Indiana Pacers,21,45,.318,30.5,22,44,99.5,104.7
Orlando Magic,47,21,.691,—,49,19,101.8,95.1
Atlanta Hawks,42,23,.646,3.5,43,22,102.3,97.6
Miami Heat,35,32,.522,11.5,37,30,96.5,95.2
Charlotte Bobcats,34,31,.523,11.5,35,30,94.9,93.8
Washington Wizards,21,43,.328,24.0,22,42,97.0,101.3
Denver Nuggets,45,21,.682,—,44,22,107.8,102.6
Utah Jazz,42,24,.636,3.0,44,22,103.2,98.1
Oklahoma City Thunder,41,24,.631,3.5,40,25,100.1,96.6
Portland Trail Blazers,41,28,.594,5.5,42,27,98.4,95.2
Minnesota Timberwolves,14,53,.209,31.5,15,52,97.8,106.8
Los Angeles Lakers,48,18,.727,—,46,20,102.6,96.6
Phoenix Suns,41,26,.612,7.5,41,26,109.4,106.0
Los Angeles Clippers,25,42,.373,23.5,20,47,95.5,101.4
Sacramento Kings,23,44,.343,25.5,25,42,100.8,104.7
Golden State Warriors,18,47,.277,29.5,25,40,107.4,111.2
Dallas Mavericks,45,22,.672,—,38,29,101.6,99.5
San Antonio Spurs,39,25,.609,4.5,43,21,101.0,96.0
Memphis Grizzlies,35,32,.522,10.0,32,35,102.5,103.1
Houston Rockets,33,31,.516,10.5,32,32,101.4,101.2
New Orleans Hornets,32,35,.478,13.0,28,39,99.9,102.1
