Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,3,3,.500,—,3,3,96.5,96.8
Philadelphia 76ers,2,2,.500,—,3,1,103.0,92.8
New York Knicks,2,3,.400,0.5,2,3,93.0,95.4
Toronto Raptors,2,3,.400,0.5,2,3,92.2,94.4
New Jersey Nets,1,5,.167,2.0,1,5,85.3,99.2
Chicago Bulls,5,1,.833,—,5,1,96.8,87.2
Indiana Pacers,4,1,.800,0.5,4,1,95.0,89.0
Cleveland Cavaliers,3,2,.600,1.5,4,1,101.0,94.8
Detroit Pistons,2,3,.400,2.5,2,3,87.6,91.6
Milwaukee Bucks,2,3,.400,2.5,3,2,90.8,89.6
Miami Heat,5,1,.833,—,5,1,106.7,97.8
Atlanta Hawks,4,2,.667,1.0,5,1,95.0,85.7
Orlando Magic,4,2,.667,1.0,4,2,94.5,89.0
Charlotte Bobcats,1,4,.200,3.5,1,4,92.2,107.0
Washington Wizards,0,5,.000,4.5,1,4,85.2,97.4
Portland Trail Blazers,4,1,.800,—,4,1,102.0,94.0
Oklahoma City Thunder,5,2,.714,—,4,3,98.6,98.0
Denver Nuggets,4,2,.667,0.5,4,2,102.2,95.3
Utah Jazz,3,3,.500,1.5,2,4,90.2,96.5
Minnesota Timberwolves,2,3,.400,2.0,3,2,100.2,96.6
Los Angeles Lakers,4,3,.571,—,5,2,94.7,89.7
Los Angeles Clippers,2,2,.500,0.5,2,2,97.3,100.8
Golden State Warriors,2,3,.400,1.0,1,4,89.4,96.6
Phoenix Suns,2,3,.400,1.0,2,3,91.8,92.8
Sacramento Kings,2,4,.333,1.5,1,5,93.5,101.2
San Antonio Spurs,3,2,.600,—,3,2,99.0,94.4
Memphis Grizzlies,2,3,.400,1.0,2,3,93.4,97.2
New Orleans Hornets,2,3,.400,1.0,2,3,86.0,89.0
Houston Rockets,2,3,.400,1.0,2,3,97.4,98.8
Dallas Mavericks,2,4,.333,1.5,2,4,95.0,99.3
