Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Cleveland Cavaliers,13,5,.722,—,12,6,110.0,104.7
Toronto Raptors,13,6,.684,0.5,14,5,109.9,103.1
Chicago Bulls,11,7,.611,2.0,12,6,104.8,99.2
Boston Celtics,11,8,.579,2.5,10,9,104.6,103.7
Charlotte Hornets,11,8,.579,2.5,11,8,104.4,102.0
Detroit Pistons,11,10,.524,3.5,13,8,100.4,96.9
New York Knicks,10,9,.526,3.5,8,11,104.2,106.9
Atlanta Hawks,10,10,.500,4.0,10,10,101.0,101.0
Milwaukee Bucks,9,8,.529,3.5,9,8,103.2,101.7
Indiana Pacers,9,10,.474,4.5,8,11,103.8,106.5
Orlando Magic,8,12,.400,6.0,7,13,93.0,97.4
Miami Heat,7,12,.368,6.5,9,10,97.4,98.8
Washington Wizards,6,12,.333,7.0,7,11,102.9,105.8
Brooklyn Nets,5,13,.278,8.0,4,14,105.4,114.3
Philadelphia 76ers,4,15,.211,9.5,4,15,97.4,107.8
Golden State Warriors,16,3,.842,—,15,4,118.1,106.3
San Antonio Spurs,16,4,.800,0.5,13,7,103.0,98.2
Los Angeles Clippers,16,5,.762,1.0,17,4,109.0,98.6
Houston Rockets,13,7,.650,3.5,12,8,111.4,107.5
Memphis Grizzlies,12,8,.600,4.5,9,11,97.2,98.3
Oklahoma City Thunder,12,8,.600,4.5,11,9,108.0,105.8
Utah Jazz,11,9,.550,5.5,13,7,99.3,94.7
Portland Trail Blazers,10,10,.500,6.5,8,12,110.8,113.5
Los Angeles Lakers,10,11,.476,7.0,8,13,105.3,109.7
Denver Nuggets,7,12,.368,9.0,8,11,106.7,109.7
Sacramento Kings,7,12,.368,9.0,8,11,102.6,104.8
New Orleans Pelicans,7,13,.350,9.5,8,12,102.5,105.4
Phoenix Suns,6,13,.316,10.0,6,13,106.2,111.9
Minnesota Timberwolves,5,14,.263,11.0,9,10,103.7,104.8
Dallas Mavericks,3,15,.167,12.5,4,14,91.0,99.8
