Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Philadelphia 76ers,14,4,.778,—,13,5,96.5,90.7
Boston Celtics,12,5,.706,1.5,10,7,96.7,94.1
New Jersey Nets,11,7,.611,3.0,13,5,96.6,90.3
Orlando Magic,10,8,.556,4.0,9,9,100.3,100.2
Washington Wizards,6,10,.375,7.0,9,7,90.5,89.2
New York Knicks,5,10,.333,7.5,6,9,93.3,96.9
Miami Heat,5,12,.294,8.5,6,11,83.7,87.9
Indiana Pacers,14,3,.824,—,13,4,96.9,89.6
Detroit Pistons,12,5,.706,2.0,10,7,86.1,83.3
New Orleans Hornets,11,6,.647,3.0,10,7,94.9,92.2
Milwaukee Bucks,8,8,.500,5.5,10,6,99.4,95.7
Atlanta Hawks,8,9,.471,6.0,8,9,98.7,99.8
Toronto Raptors,6,11,.353,8.0,5,12,88.7,95.1
Chicago Bulls,4,12,.250,9.5,4,12,91.4,99.3
Cleveland Cavaliers,2,17,.105,13.0,2,17,84.2,98.5
Dallas Mavericks,16,1,.941,—,15,2,103.9,90.7
San Antonio Spurs,11,7,.611,5.5,13,5,92.4,85.9
Minnesota Timberwolves,10,8,.556,6.5,8,10,95.0,96.1
Utah Jazz,10,8,.556,6.5,10,8,93.7,91.5
Houston Rockets,9,7,.563,6.5,9,7,89.1,87.8
Denver Nuggets,5,11,.313,10.5,3,13,76.9,84.9
Memphis Grizzlies,2,15,.118,14.0,5,12,94.7,101.1
Sacramento Kings,14,5,.737,—,14,5,99.7,93.3
Seattle SuperSonics,10,8,.556,3.5,9,9,94.3,94.0
Phoenix Suns,8,8,.500,4.5,6,10,84.8,87.7
Portland Trail Blazers,7,8,.467,5.0,8,7,88.3,87.9
Golden State Warriors,6,11,.353,7.0,8,9,97.2,98.2
Los Angeles Lakers,6,12,.333,7.5,7,11,92.9,96.2
Los Angeles Clippers,6,12,.333,7.5,6,12,92.8,96.7
