Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Orlando Magic,9,2,.818,—,8,3,93.2,87.5
Miami Heat,6,3,.667,2.0,6,3,90.4,84.6
New York Knicks,6,3,.667,2.0,6,3,82.4,79.3
Philadelphia 76ers,5,5,.500,3.5,6,4,86.4,83.8
Washington Wizards,4,4,.500,3.5,3,5,91.1,93.8
Boston Celtics,3,5,.375,4.5,2,6,94.6,100.8
New Jersey Nets,2,7,.222,6.0,3,6,85.0,89.2
Indiana Pacers,7,3,.700,—,5,5,92.2,91.6
Atlanta Hawks,6,4,.600,1.0,7,3,85.8,81.7
Milwaukee Bucks,5,3,.625,1.0,5,3,90.9,86.4
Cleveland Cavaliers,5,4,.556,1.5,5,4,89.4,86.7
Detroit Pistons,4,6,.400,3.0,4,6,87.1,90.3
Toronto Raptors,3,5,.375,3.0,3,5,90.8,92.8
Chicago Bulls,2,8,.200,5.0,2,8,78.1,85.1
Charlotte Hornets,1,7,.125,5.0,1,7,87.8,98.4
Utah Jazz,9,1,.900,—,8,2,96.0,85.9
Minnesota Timberwolves,8,2,.800,1.0,8,2,97.4,88.4
Houston Rockets,6,4,.600,3.0,5,5,93.1,93.0
San Antonio Spurs,5,6,.455,4.5,7,4,87.5,84.7
Vancouver Grizzlies,3,6,.333,5.5,2,7,96.2,103.7
Denver Nuggets,2,8,.200,7.0,2,8,96.4,105.1
Dallas Mavericks,2,9,.182,7.5,3,8,89.7,96.1
Seattle SuperSonics,7,2,.778,—,6,3,90.7,87.0
Portland Trail Blazers,6,2,.750,0.5,6,2,97.3,87.9
Phoenix Suns,6,4,.600,1.5,5,5,97.2,97.3
Los Angeles Lakers,6,5,.545,2.0,7,4,97.5,93.6
Sacramento Kings,5,5,.500,2.5,5,5,100.0,100.3
Golden State Warriors,4,6,.400,3.5,4,6,88.7,91.9
Los Angeles Clippers,0,8,.000,6.5,2,6,90.0,99.9
