Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Miami Heat,12,3,.800,—,11,4,102.5,96.1
New York Knicks,9,8,.529,4.0,10,7,91.1,89.4
Orlando Magic,8,8,.500,4.5,8,8,101.5,102.1
Boston Celtics,7,7,.500,4.5,7,7,99.5,100.4
Philadelphia 76ers,8,9,.471,5.0,9,8,91.3,89.9
Washington Wizards,5,11,.313,7.5,4,12,91.7,99.1
New Jersey Nets,2,14,.125,10.5,4,12,94.0,102.2
Toronto Raptors,9,6,.600,—,9,6,98.7,96.2
Indiana Pacers,9,7,.563,0.5,9,7,100.2,97.8
Cleveland Cavaliers,8,6,.571,0.5,7,7,100.5,101.4
Charlotte Hornets,8,7,.533,1.0,9,6,98.4,95.8
Milwaukee Bucks,8,7,.533,1.0,8,7,102.5,101.9
Detroit Pistons,7,9,.438,2.5,7,9,101.9,103.3
Atlanta Hawks,7,9,.438,2.5,8,8,100.4,101.3
Chicago Bulls,1,13,.071,7.5,2,12,86.3,99.2
San Antonio Spurs,14,3,.824,—,14,3,98.1,87.2
Utah Jazz,8,6,.571,4.5,9,5,95.0,92.1
Minnesota Timberwolves,7,6,.538,5.0,8,5,98.9,94.8
Denver Nuggets,7,7,.500,5.5,6,8,98.4,99.6
Dallas Mavericks,6,11,.353,8.0,6,11,101.5,106.0
Houston Rockets,5,12,.294,9.0,7,10,100.3,102.4
Vancouver Grizzlies,3,12,.200,10.0,4,11,92.0,99.9
Portland Trail Blazers,14,3,.824,—,14,3,97.7,88.4
Los Angeles Lakers,12,4,.750,1.5,11,5,95.8,89.7
Seattle SuperSonics,12,4,.750,1.5,9,7,102.2,100.7
Phoenix Suns,11,4,.733,2.0,11,4,99.3,91.5
Sacramento Kings,10,3,.769,2.0,9,4,106.3,100.0
Los Angeles Clippers,4,11,.267,9.0,4,11,90.9,98.2
Golden State Warriors,2,13,.133,11.0,2,13,93.1,104.6
