Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,50,30,.625,—,51,29,99.4,95.4
Toronto Raptors,38,41,.481,11.5,34,45,103.8,105.9
New York Knicks,28,51,.354,21.5,30,49,101.9,105.6
Philadelphia 76ers,27,53,.338,23.0,30,50,97.5,101.3
New Jersey Nets,12,68,.150,38.0,17,63,92.4,101.6
Cleveland Cavaliers,61,19,.763,—,58,22,102.5,95.5
Milwaukee Bucks,45,35,.563,16.0,45,35,97.6,95.9
Chicago Bulls,38,41,.481,22.5,34,45,97.3,99.5
Indiana Pacers,32,48,.400,29.0,32,48,100.9,103.7
Detroit Pistons,26,54,.325,35.0,26,54,93.9,99.0
Orlando Magic,56,23,.709,—,58,21,102.3,95.1
Atlanta Hawks,51,29,.638,5.5,52,28,101.7,97.2
Miami Heat,44,35,.557,12.0,45,34,96.2,94.2
Charlotte Bobcats,43,37,.538,13.5,44,36,95.2,93.8
Washington Wizards,25,55,.313,31.5,27,53,96.1,100.9
Denver Nuggets,52,28,.650,—,51,29,106.3,102.1
Utah Jazz,52,28,.650,—,55,25,104.5,98.9
Oklahoma City Thunder,49,30,.620,2.5,49,30,101.2,97.6
Portland Trail Blazers,48,31,.608,3.5,49,30,97.9,94.5
Minnesota Timberwolves,15,64,.190,36.5,17,62,98.2,107.4
Los Angeles Lakers,56,23,.709,—,53,26,101.9,96.9
Phoenix Suns,51,28,.646,5.0,51,28,110.1,105.6
Los Angeles Clippers,28,52,.350,28.5,23,57,95.6,102.0
Sacramento Kings,25,55,.313,31.5,29,51,99.9,104.2
Golden State Warriors,24,55,.304,32.0,30,49,108.7,112.4
Dallas Mavericks,53,27,.663,—,47,33,101.9,99.5
San Antonio Spurs,49,31,.613,4.0,54,26,101.1,96.1
Houston Rockets,41,38,.519,11.5,39,40,102.0,102.3
Memphis Grizzlies,40,40,.500,13.0,37,43,102.5,103.6
New Orleans Hornets,35,45,.438,18.0,32,48,99.8,102.8
