Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,4,0,1.000,—,4,0,100.5,81.3
Philadelphia 76ers,2,1,.667,1.5,2,1,115.3,111.0
Toronto Raptors,1,2,.333,2.5,1,2,108.0,110.3
New York Knicks,1,3,.250,3.0,1,3,109.3,117.3
New Jersey Nets,0,4,.000,4.0,1,3,87.5,98.0
Cleveland Cavaliers,2,2,.500,—,2,2,93.5,90.5
Milwaukee Bucks,1,1,.500,—,1,1,91.0,92.0
Chicago Bulls,1,2,.333,0.5,1,2,89.7,99.3
Detroit Pistons,1,2,.333,0.5,2,1,88.0,87.0
Indiana Pacers,0,2,.000,1.0,0,2,96.0,108.0
Orlando Magic,3,0,1.000,—,2,1,113.3,102.3
Miami Heat,3,0,1.000,—,3,0,102.0,87.7
Atlanta Hawks,2,1,.667,1.0,2,1,110.0,105.3
Washington Wizards,2,1,.667,1.0,2,1,104.7,98.3
Charlotte Bobcats,2,2,.500,1.5,1,3,79.8,87.5
Denver Nuggets,3,0,1.000,—,2,1,114.7,107.3
Oklahoma City Thunder,2,1,.667,1.0,2,1,89.0,85.0
Portland Trail Blazers,2,2,.500,1.5,2,2,95.0,92.3
Utah Jazz,1,2,.333,2.0,1,2,104.0,108.3
Minnesota Timberwolves,1,3,.250,2.5,1,3,96.0,102.5
Phoenix Suns,3,0,1.000,—,2,1,117.3,106.7
Los Angeles Lakers,2,1,.667,1.0,2,1,99.0,98.7
Sacramento Kings,1,3,.250,2.5,1,3,100.5,107.0
Los Angeles Clippers,1,4,.200,3.0,2,3,94.8,100.4
Golden State Warriors,0,2,.000,2.5,0,2,104.0,115.5
Houston Rockets,3,1,.750,—,2,2,104.8,101.5
Dallas Mavericks,2,1,.667,0.5,2,1,92.7,88.7
San Antonio Spurs,2,1,.667,0.5,2,1,103.7,94.0
New Orleans Hornets,1,3,.250,2.0,1,3,97.8,104.8
Memphis Grizzlies,1,3,.250,2.0,1,3,107.0,115.8
