Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,19,4,.826,—,19,4,100.7,91.0
New York Knicks,16,9,.640,4.0,14,11,108.5,106.6
Toronto Raptors,9,15,.375,10.5,10,14,102.9,105.5
Philadelphia 76ers,8,15,.348,11.0,12,11,98.0,97.7
New Jersey Nets,6,18,.250,13.5,7,17,93.3,99.1
Chicago Bulls,14,8,.636,—,13,9,100.0,97.4
Indiana Pacers,11,11,.500,3.0,13,9,99.6,97.4
Milwaukee Bucks,9,13,.409,5.0,10,12,91.5,92.9
Cleveland Cavaliers,7,17,.292,8.0,5,19,93.2,102.9
Detroit Pistons,7,18,.280,8.5,7,18,94.4,100.8
Miami Heat,17,8,.680,—,20,5,101.0,91.3
Orlando Magic,16,8,.667,0.5,16,8,97.0,91.9
Atlanta Hawks,16,9,.640,1.0,15,10,98.8,96.1
Charlotte Bobcats,8,15,.348,8.0,9,14,93.6,97.0
Washington Wizards,6,16,.273,9.5,5,17,98.0,106.3
Oklahoma City Thunder,17,8,.680,—,14,11,103.2,101.9
Utah Jazz,17,8,.680,—,16,9,101.1,97.4
Denver Nuggets,14,9,.609,2.0,13,10,106.7,104.9
Portland Trail Blazers,12,12,.500,4.5,12,12,94.8,95.0
Minnesota Timberwolves,6,18,.250,10.5,7,17,101.8,109.1
Los Angeles Lakers,17,7,.708,—,18,6,106.4,98.6
Phoenix Suns,11,12,.478,5.5,10,13,108.1,109.5
Golden State Warriors,8,15,.348,8.5,7,16,100.6,107.0
Sacramento Kings,5,16,.238,10.5,6,15,94.4,101.1
Los Angeles Clippers,5,20,.200,12.5,8,17,95.8,101.7
San Antonio Spurs,20,3,.870,—,18,5,106.4,96.5
Dallas Mavericks,19,4,.826,1.0,16,7,98.7,92.6
New Orleans Hornets,14,9,.609,6.0,13,10,93.6,91.8
Memphis Grizzlies,10,14,.417,10.5,10,14,100.2,102.1
Houston Rockets,9,14,.391,11.0,12,11,104.9,104.9
