Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Miami Heat,52,29,.642,—,50,31,94.6,91.4
New York Knicks,50,31,.617,2.0,46,35,92.2,90.4
Philadelphia 76ers,49,33,.598,3.5,45,37,94.8,93.4
Orlando Magic,40,41,.494,12.0,42,39,100.0,99.4
Boston Celtics,34,47,.420,18.0,37,44,99.2,100.3
New Jersey Nets,31,50,.383,21.0,38,43,97.9,98.9
Washington Wizards,29,52,.358,23.0,31,50,96.5,99.8
Indiana Pacers,55,26,.679,—,53,28,101.2,96.8
Charlotte Hornets,48,33,.593,7.0,48,33,98.6,96.0
Toronto Raptors,45,36,.556,10.0,40,41,97.1,97.2
Milwaukee Bucks,41,40,.506,14.0,41,40,101.1,101.0
Detroit Pistons,41,40,.506,14.0,44,37,103.3,102.1
Cleveland Cavaliers,31,50,.383,24.0,30,51,96.8,100.4
Atlanta Hawks,28,53,.346,27.0,26,55,94.4,99.6
Chicago Bulls,17,64,.210,38.0,15,66,84.7,94.0
Utah Jazz,54,27,.667,—,53,28,96.5,92.1
San Antonio Spurs,52,29,.642,2.0,58,23,96.1,90.1
Minnesota Timberwolves,50,31,.617,4.0,48,33,98.4,95.8
Dallas Mavericks,39,42,.481,15.0,39,42,101.3,101.9
Denver Nuggets,34,47,.420,20.0,34,47,99.0,101.2
Houston Rockets,34,47,.420,20.0,38,43,99.6,100.4
Vancouver Grizzlies,21,60,.259,33.0,25,56,93.9,99.6
Los Angeles Lakers,67,14,.827,—,63,18,100.9,92.1
Portland Trail Blazers,59,22,.728,8.0,59,22,97.5,91.0
Phoenix Suns,52,29,.642,15.0,55,26,98.9,93.8
Seattle SuperSonics,45,36,.556,22.0,44,37,99.0,97.9
Sacramento Kings,44,37,.543,23.0,49,32,105.2,102.1
Golden State Warriors,19,62,.235,48.0,19,62,95.6,103.9
Los Angeles Clippers,14,67,.173,53.0,13,68,91.8,103.5
