Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,23,5,.821,—,22,6,101.0,91.5
Toronto Raptors,14,17,.452,10.5,13,18,103.5,106.2
New York Knicks,11,18,.379,12.5,12,17,101.1,103.7
Philadelphia 76ers,7,22,.241,16.5,10,19,96.9,101.8
New Jersey Nets,2,28,.067,22.0,5,25,89.8,101.0
Cleveland Cavaliers,23,8,.742,—,22,9,100.3,94.2
Milwaukee Bucks,12,16,.429,9.5,14,14,97.9,98.3
Chicago Bulls,11,17,.393,10.5,8,20,91.0,97.7
Detroit Pistons,11,18,.379,11.0,11,18,91.7,95.3
Indiana Pacers,9,19,.321,12.5,10,18,97.3,101.6
Orlando Magic,22,8,.733,—,20,10,101.2,95.9
Atlanta Hawks,21,8,.724,0.5,22,7,105.6,97.6
Miami Heat,15,12,.556,5.5,14,13,97.1,96.6
Charlotte Bobcats,11,17,.393,10.0,13,15,91.2,92.3
Washington Wizards,10,18,.357,11.0,11,17,99.0,102.2
Denver Nuggets,20,10,.667,—,21,9,107.5,101.4
Portland Trail Blazers,20,12,.625,1.0,21,11,96.4,92.5
Utah Jazz,17,13,.567,3.0,18,12,100.0,97.6
Oklahoma City Thunder,15,14,.517,4.5,16,13,98.1,96.8
Minnesota Timberwolves,7,24,.226,13.5,6,25,94.6,104.5
Los Angeles Lakers,24,5,.828,—,22,7,103.3,95.6
Phoenix Suns,19,12,.613,6.0,19,12,109.5,106.1
Sacramento Kings,13,16,.448,11.0,13,16,103.9,105.3
Los Angeles Clippers,12,17,.414,12.0,11,18,95.6,99.3
Golden State Warriors,8,21,.276,16.0,10,19,107.2,112.3
Dallas Mavericks,21,9,.700,—,20,10,101.1,96.5
Houston Rockets,18,12,.600,3.0,17,13,100.9,99.4
San Antonio Spurs,16,11,.593,3.5,18,9,102.0,96.9
New Orleans Hornets,13,15,.464,7.0,11,17,98.0,101.0
Memphis Grizzlies,13,16,.448,7.5,13,16,102.3,104.3
