Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,2,2,.500,—,2,2,96.8,97.8
Boston Celtics,1,2,.333,0.5,2,1,100.0,96.3
Philadelphia 76ers,1,3,.250,1.0,1,3,100.0,111.0
New York Knicks,0,3,.000,1.5,1,2,85.3,94.3
Toronto Raptors,0,4,.000,2.0,0,4,91.3,105.8
Detroit Pistons,3,0,1.000,—,3,0,102.3,84.3
Milwaukee Bucks,3,0,1.000,—,2,1,110.7,101.3
Indiana Pacers,2,1,.667,1.0,2,1,101.3,97.0
Cleveland Cavaliers,2,2,.500,1.5,2,2,99.0,98.8
Chicago Bulls,1,2,.333,2.0,1,2,101.0,103.0
Washington Wizards,3,0,1.000,—,2,1,90.7,83.3
Miami Heat,2,2,.500,1.5,2,2,97.3,94.3
Charlotte Bobcats,2,2,.500,1.5,2,2,103.3,100.5
Atlanta Hawks,0,3,.000,3.0,0,3,89.0,102.7
Orlando Magic,0,3,.000,3.0,1,2,80.7,90.3
Utah Jazz,3,1,.750,—,2,2,91.8,88.8
Minnesota Timberwolves,2,2,.500,1.0,2,2,96.0,92.8
Seattle SuperSonics,1,1,.500,1.0,1,1,100.0,101.5
Portland Trail Blazers,1,2,.333,1.5,0,3,82.7,96.7
Denver Nuggets,1,3,.250,2.0,2,2,96.8,95.3
Los Angeles Clippers,3,1,.750,—,2,2,92.8,90.5
Los Angeles Lakers,2,1,.667,0.5,2,1,107.7,103.7
Golden State Warriors,2,1,.667,0.5,2,1,96.7,89.7
Phoenix Suns,2,2,.500,1.0,2,2,111.0,107.3
Sacramento Kings,1,2,.333,1.5,0,3,91.3,102.7
San Antonio Spurs,3,1,.750,—,3,1,98.0,91.3
Dallas Mavericks,2,1,.667,0.5,2,1,98.7,95.0
Memphis Grizzlies,2,1,.667,0.5,1,2,95.0,96.0
New Orleans/Oklahoma City Hornets,2,1,.667,0.5,2,1,90.3,86.7
Houston Rockets,1,1,.500,1.0,1,1,91.0,90.0
