Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Philadelphia 76ers,49,21,.700,—,47,23,94.8,90.1
Miami Heat,42,27,.609,6.5,42,27,89.1,86.2
New York Knicks,42,27,.609,6.5,42,27,88.5,85.6
Orlando Magic,38,32,.543,11.0,39,31,97.8,96.3
Boston Celtics,31,38,.449,17.5,29,40,94.3,96.4
New Jersey Nets,24,49,.329,26.5,24,49,92.2,96.9
Washington Wizards,17,53,.243,32.0,19,51,92.4,99.4
Milwaukee Bucks,44,26,.629,—,42,28,100.5,97.5
Charlotte Hornets,40,30,.571,4.0,41,29,91.9,89.5
Toronto Raptors,38,32,.543,6.0,40,30,97.6,95.5
Indiana Pacers,31,38,.449,12.5,31,38,91.2,92.4
Cleveland Cavaliers,26,44,.371,18.0,23,47,91.6,96.5
Detroit Pistons,25,45,.357,19.0,28,42,95.3,98.0
Atlanta Hawks,21,50,.296,23.5,23,48,89.9,94.8
Chicago Bulls,12,58,.171,32.0,13,57,86.8,96.2
San Antonio Spurs,49,21,.700,—,54,16,96.5,88.4
Utah Jazz,47,22,.681,1.5,49,20,97.6,91.8
Dallas Mavericks,45,25,.643,4.0,45,25,99.9,95.6
Minnesota Timberwolves,42,28,.600,7.0,41,29,97.2,94.9
Houston Rockets,38,32,.543,11.0,40,30,96.9,94.9
Denver Nuggets,34,37,.479,15.5,29,42,96.5,99.0
Vancouver Grizzlies,20,52,.278,30.0,21,51,91.9,97.8
Los Angeles Lakers,47,24,.662,—,42,29,100.7,97.9
Sacramento Kings,46,22,.676,-0.5,48,20,101.0,95.0
Portland Trail Blazers,46,24,.657,0.5,46,24,95.1,90.8
Phoenix Suns,42,27,.609,4.0,42,27,93.8,91.0
Seattle SuperSonics,39,34,.534,9.0,35,38,97.3,97.7
Los Angeles Clippers,25,46,.352,22.0,26,45,91.5,95.1
Golden State Warriors,17,53,.243,29.5,17,53,92.9,100.7
