Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New York Knicks,13,11,.542,—,11,13,96.5,97.1
Boston Celtics,11,12,.478,1.5,13,10,101.2,98.7
Philadelphia 76ers,10,14,.417,3.0,9,15,96.3,99.3
Toronto Raptors,9,18,.333,5.5,11,16,96.9,99.4
New Jersey Nets,7,16,.304,5.5,6,17,85.7,92.5
Cleveland Cavaliers,14,10,.583,—,14,10,96.4,93.7
Detroit Pistons,12,11,.522,1.5,12,11,88.8,88.5
Indiana Pacers,12,11,.522,1.5,10,13,93.0,94.8
Chicago Bulls,8,15,.348,5.5,8,15,90.2,94.2
Milwaukee Bucks,6,15,.286,6.5,8,13,94.9,98.4
Miami Heat,19,7,.731,—,17,9,100.0,95.2
Washington Wizards,14,9,.609,3.5,13,10,101.4,99.7
Orlando Magic,14,10,.583,4.0,13,11,101.8,101.0
Charlotte Bobcats,6,14,.300,10.0,6,14,95.2,100.4
Atlanta Hawks,4,20,.167,14.0,4,20,88.0,99.6
Seattle SuperSonics,18,5,.783,—,16,7,100.7,94.7
Minnesota Timberwolves,15,8,.652,3.0,16,7,100.6,95.4
Denver Nuggets,13,12,.520,6.0,11,14,95.4,97.0
Portland Trail Blazers,12,12,.500,6.5,11,13,90.1,91.0
Utah Jazz,11,15,.423,8.5,11,15,96.2,97.8
Phoenix Suns,22,3,.880,—,21,4,109.4,97.9
Sacramento Kings,16,7,.696,5.0,14,9,101.9,98.3
Los Angeles Lakers,13,11,.542,8.5,12,12,97.4,97.2
Los Angeles Clippers,11,12,.478,10.0,13,10,96.7,95.1
Golden State Warriors,7,18,.280,15.0,7,18,93.1,99.2
San Antonio Spurs,20,5,.800,—,21,4,96.0,84.8
Dallas Mavericks,16,9,.640,4.0,16,9,98.6,94.4
Houston Rockets,12,13,.480,8.0,12,13,89.0,89.4
Memphis Grizzlies,12,15,.444,9.0,13,14,91.5,91.5
New Orleans Hornets,2,21,.087,17.0,5,18,84.7,93.5
