Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,44,11,.800,—,44,11,101.3,92.0
Philadelphia 76ers,27,24,.529,15.0,28,23,96.6,95.4
New Jersey Nets,24,29,.453,19.0,23,30,98.2,100.0
New York Knicks,21,31,.404,21.5,22,30,105.1,107.8
Toronto Raptors,21,34,.382,23.0,22,33,96.9,99.7
Cleveland Cavaliers,40,11,.784,—,41,10,100.9,91.1
Detroit Pistons,27,24,.529,13.0,25,26,93.9,94.3
Milwaukee Bucks,26,29,.473,16.0,28,27,99.4,99.1
Chicago Bulls,23,30,.434,18.0,23,30,100.3,102.1
Indiana Pacers,21,33,.389,20.5,23,31,104.8,107.2
Orlando Magic,38,13,.745,—,39,12,102.2,94.1
Atlanta Hawks,31,21,.596,7.5,29,23,98.9,97.0
Miami Heat,28,24,.538,10.5,26,26,96.3,96.2
Charlotte Bobcats,21,31,.404,17.5,23,29,92.2,93.9
Washington Wizards,11,42,.208,28.0,13,40,94.5,102.5
Denver Nuggets,36,17,.679,—,33,20,103.5,99.9
Portland Trail Blazers,32,20,.615,3.5,32,20,98.9,95.3
Utah Jazz,30,23,.566,6.0,31,22,102.6,100.0
Minnesota Timberwolves,17,34,.333,18.0,19,32,98.7,102.5
Oklahoma City Thunder,13,40,.245,23.0,16,37,97.5,103.3
Los Angeles Lakers,42,10,.808,—,39,13,108.7,100.3
Phoenix Suns,28,23,.549,13.5,27,24,104.4,103.5
Golden State Warriors,19,35,.352,24.0,21,33,107.5,111.0
Los Angeles Clippers,13,40,.245,29.5,13,40,94.5,102.1
Sacramento Kings,11,43,.204,32.0,11,43,99.1,108.9
San Antonio Spurs,35,16,.686,—,32,19,97.8,94.5
Houston Rockets,32,21,.604,4.0,32,21,98.4,95.5
New Orleans Hornets,30,20,.600,4.5,29,21,95.3,93.1
Dallas Mavericks,31,21,.596,4.5,28,24,100.8,99.7
Memphis Grizzlies,15,37,.288,20.5,15,37,93.2,99.2
