Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,2,0,1.000,—,2,0,93.0,82.5
Toronto Raptors,2,0,1.000,—,1,1,103.5,96.0
New Jersey Nets,1,0,1.000,0.5,1,0,95.0,85.0
Philadelphia 76ers,1,1,.500,1.0,2,0,100.0,91.0
New York Knicks,1,1,.500,1.0,0,2,103.5,115.5
Detroit Pistons,1,0,1.000,—,1,0,100.0,94.0
Cleveland Cavaliers,1,1,.500,0.5,1,1,90.5,84.5
Chicago Bulls,1,1,.500,0.5,1,1,94.0,95.5
Milwaukee Bucks,1,1,.500,0.5,1,1,96.5,97.5
Indiana Pacers,0,1,.000,1.0,0,1,94.0,100.0
Atlanta Hawks,1,0,1.000,—,1,0,99.0,85.0
Miami Heat,1,1,.500,0.5,2,0,109.0,98.5
Charlotte Bobcats,0,1,.000,1.0,0,1,79.0,96.0
Washington Wizards,0,1,.000,1.0,0,1,85.0,95.0
Orlando Magic,0,2,.000,1.5,0,2,84.5,92.5
Utah Jazz,1,0,1.000,—,1,0,98.0,94.0
Minnesota Timberwolves,1,0,1.000,—,1,0,98.0,96.0
Denver Nuggets,1,1,.500,0.5,1,1,103.5,100.5
Portland Trail Blazers,1,1,.500,0.5,0,2,88.0,97.5
Oklahoma City Thunder,0,1,.000,1.0,0,1,87.0,98.0
Los Angeles Lakers,2,0,1.000,—,2,0,106.5,77.5
Phoenix Suns,1,1,.500,1.0,1,1,99.0,103.0
Golden State Warriors,0,2,.000,2.0,1,1,105.5,110.0
Los Angeles Clippers,0,2,.000,2.0,0,2,91.0,115.0
Sacramento Kings,0,2,.000,2.0,0,2,86.5,100.5
New Orleans Hornets,2,0,1.000,—,2,0,108.0,99.0
Houston Rockets,2,0,1.000,—,2,0,97.0,86.5
Memphis Grizzlies,1,1,.500,1.0,1,1,78.5,83.0
Dallas Mavericks,0,1,.000,1.5,0,1,102.0,112.0
San Antonio Spurs,0,2,.000,2.0,1,1,98.5,101.5
