Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,46,12,.793,—,47,11,101.7,92.0
Philadelphia 76ers,27,28,.491,17.5,29,26,96.2,95.6
New Jersey Nets,25,32,.439,20.5,23,34,97.9,100.6
New York Knicks,24,32,.429,21.0,24,32,105.8,107.8
Toronto Raptors,23,36,.390,23.5,23,36,97.2,100.3
Cleveland Cavaliers,44,11,.800,—,45,10,100.8,90.5
Milwaukee Bucks,28,31,.475,18.0,30,29,99.7,99.6
Detroit Pistons,27,28,.491,17.0,25,30,93.1,94.3
Chicago Bulls,26,31,.456,19.0,27,30,100.9,102.0
Indiana Pacers,24,35,.407,22.0,26,33,104.8,106.8
Orlando Magic,41,15,.732,—,41,15,102.2,94.9
Atlanta Hawks,32,24,.571,9.0,30,26,98.5,97.5
Miami Heat,30,26,.536,11.0,28,28,96.6,96.7
Charlotte Bobcats,22,35,.386,19.5,24,33,92.2,94.5
Washington Wizards,13,43,.232,28.0,14,42,94.5,102.3
Denver Nuggets,37,20,.649,—,33,24,103.2,100.6
Portland Trail Blazers,35,21,.625,1.5,36,20,99.2,95.2
Utah Jazz,34,23,.596,3.0,35,22,102.7,99.3
Minnesota Timberwolves,18,38,.321,18.5,21,35,99.5,103.3
Oklahoma City Thunder,13,44,.228,24.0,17,40,98.2,104.5
Los Angeles Lakers,47,10,.825,—,43,14,108.9,100.6
Phoenix Suns,32,24,.571,14.5,32,24,106.5,104.3
Golden State Warriors,20,37,.351,27.0,22,35,108.1,111.6
Los Angeles Clippers,14,43,.246,33.0,13,44,95.3,103.8
Sacramento Kings,12,46,.207,35.5,13,45,99.4,108.9
San Antonio Spurs,38,17,.691,—,35,20,97.6,93.7
Houston Rockets,36,21,.632,3.0,36,21,98.5,94.9
New Orleans Hornets,33,22,.600,5.0,32,23,96.3,93.8
Dallas Mavericks,33,23,.589,5.5,30,26,100.6,99.3
Memphis Grizzlies,15,41,.268,23.5,16,40,93.2,99.6
