Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,49,14,.778,—,50,13,101.7,92.6
Philadelphia 76ers,29,30,.492,18.0,31,28,96.6,96.0
New Jersey Nets,27,35,.435,21.5,26,36,98.4,100.7
New York Knicks,25,35,.417,22.5,26,34,106.1,108.1
Toronto Raptors,23,40,.365,26.0,24,39,97.5,101.2
Cleveland Cavaliers,48,13,.787,—,49,12,99.9,90.6
Detroit Pistons,31,29,.517,16.5,29,31,93.6,94.0
Chicago Bulls,29,34,.460,20.0,29,34,100.9,102.0
Milwaukee Bucks,29,36,.446,21.0,31,34,99.3,99.8
Indiana Pacers,27,37,.422,22.5,29,35,104.8,106.5
Orlando Magic,45,16,.738,—,44,17,102.3,95.4
Atlanta Hawks,34,28,.548,11.5,33,29,98.4,97.3
Miami Heat,33,28,.541,12.0,30,31,97.6,97.7
Charlotte Bobcats,27,35,.435,18.5,28,34,92.9,94.4
Washington Wizards,14,48,.226,31.5,16,46,94.3,102.0
Denver Nuggets,40,23,.635,—,37,26,102.6,100.1
Utah Jazz,39,23,.629,0.5,39,23,103.0,99.0
Portland Trail Blazers,38,23,.623,1.0,39,22,99.0,95.2
Minnesota Timberwolves,18,43,.295,21.0,20,41,98.9,103.9
Oklahoma City Thunder,16,45,.262,23.0,19,42,98.1,103.7
Los Angeles Lakers,50,12,.806,—,47,15,108.7,100.4
Phoenix Suns,34,28,.548,16.0,34,28,107.5,105.8
Golden State Warriors,21,41,.339,29.0,24,38,107.6,111.3
Los Angeles Clippers,15,47,.242,35.0,14,48,94.8,103.7
Sacramento Kings,13,49,.210,37.0,14,48,99.2,108.4
San Antonio Spurs,41,20,.672,—,39,22,97.5,93.4
Houston Rockets,40,23,.635,2.0,40,23,99.0,95.1
New Orleans Hornets,38,22,.633,2.5,36,24,96.3,93.6
Dallas Mavericks,37,25,.597,4.5,34,28,100.8,99.5
Memphis Grizzlies,16,44,.267,24.5,18,42,93.6,99.6
