Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Cleveland Cavaliers,35,14,.714,—,33,16,102.3,96.9
Toronto Raptors,34,16,.680,1.5,33,17,101.6,97.2
Atlanta Hawks,30,22,.577,6.5,31,21,102.2,99.6
Boston Celtics,30,22,.577,6.5,33,19,104.6,100.4
Miami Heat,29,22,.569,7.0,26,25,96.0,95.8
Chicago Bulls,27,22,.551,8.0,25,24,101.6,101.3
Detroit Pistons,27,24,.529,9.0,28,23,102.2,100.7
Indiana Pacers,26,24,.520,9.5,29,21,102.8,100.2
Charlotte Hornets,24,26,.480,11.5,26,24,101.5,101.2
New York Knicks,23,30,.434,14.0,23,30,99.0,101.1
Washington Wizards,22,26,.458,12.5,20,28,102.7,105.4
Orlando Magic,21,28,.429,14.0,22,27,99.2,100.8
Milwaukee Bucks,20,32,.385,16.5,17,35,97.8,102.9
Brooklyn Nets,13,38,.255,23.0,14,37,96.2,103.5
Philadelphia 76ers,7,43,.140,28.5,9,41,94.7,105.5
Golden State Warriors,45,4,.918,—,41,8,115.4,102.7
San Antonio Spurs,42,8,.840,3.5,44,6,104.9,91.3
Oklahoma City Thunder,38,13,.745,8.0,38,13,109.7,101.6
Los Angeles Clippers,33,17,.660,12.5,32,18,104.3,100.3
Memphis Grizzlies,30,20,.600,15.5,23,27,97.5,98.7
Dallas Mavericks,28,25,.528,19.0,25,28,100.2,101.2
Houston Rockets,27,25,.519,19.5,24,28,105.4,106.5
Utah Jazz,24,25,.490,21.0,27,22,97.3,96.0
Portland Trail Blazers,24,27,.471,22.0,25,26,102.2,102.3
Sacramento Kings,21,29,.420,24.5,22,28,106.8,108.5
Denver Nuggets,20,31,.392,26.0,20,31,100.4,103.8
New Orleans Pelicans,18,31,.367,27.0,20,29,102.4,105.1
Minnesota Timberwolves,15,36,.294,31.0,19,32,99.9,103.7
Phoenix Suns,14,37,.275,32.0,16,35,100.6,106.5
Los Angeles Lakers,11,41,.212,35.5,11,41,96.3,106.2
