Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,44,12,.786,—,44,12,101.0,92.0
Philadelphia 76ers,27,26,.509,15.5,28,25,96.3,95.6
New Jersey Nets,24,31,.436,19.5,23,32,98.0,100.5
New York Knicks,22,31,.415,20.5,22,31,105.2,107.7
Toronto Raptors,21,35,.375,23.0,22,34,96.6,99.6
Cleveland Cavaliers,41,11,.788,—,42,10,100.7,90.8
Detroit Pistons,27,26,.509,14.5,25,28,93.5,94.0
Milwaukee Bucks,27,30,.474,16.5,29,28,99.3,99.1
Chicago Bulls,24,30,.444,18.0,24,30,100.5,102.1
Indiana Pacers,22,34,.393,21.0,24,32,104.6,106.8
Orlando Magic,39,14,.736,—,39,14,102.0,94.7
Atlanta Hawks,32,22,.593,7.5,30,24,98.7,97.1
Miami Heat,28,25,.528,11.0,26,27,96.4,96.4
Charlotte Bobcats,22,32,.407,17.5,24,30,92.5,94.1
Washington Wizards,12,42,.222,27.5,13,41,94.8,102.5
Denver Nuggets,37,17,.685,—,34,20,103.5,99.7
Portland Trail Blazers,33,20,.623,3.5,33,20,98.8,95.2
Utah Jazz,32,23,.582,5.5,33,22,102.6,99.7
Minnesota Timberwolves,18,35,.340,18.5,20,33,99.0,102.7
Oklahoma City Thunder,13,41,.241,24.0,17,37,97.5,103.3
Los Angeles Lakers,44,10,.815,—,41,13,108.8,100.4
Phoenix Suns,30,23,.566,13.5,30,23,105.8,103.7
Golden State Warriors,19,36,.345,25.5,21,34,107.7,111.4
Los Angeles Clippers,13,42,.236,31.5,13,42,95.0,103.5
Sacramento Kings,11,44,.200,33.5,12,43,99.1,108.8
San Antonio Spurs,36,17,.679,—,32,21,97.7,94.5
Houston Rockets,33,21,.611,3.5,33,21,98.6,95.4
New Orleans Hornets,32,20,.615,3.5,31,21,95.8,93.1
Dallas Mavericks,32,21,.604,4.0,29,24,101.1,99.7
Memphis Grizzlies,15,39,.278,21.5,16,38,93.2,99.4
