Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Cleveland Cavaliers,52,21,.712,—,51,22,103.9,97.9
Toronto Raptors,49,23,.681,2.5,47,25,102.9,98.3
Atlanta Hawks,44,30,.595,8.5,47,27,102.9,98.9
Boston Celtics,43,30,.589,9.0,46,27,105.8,102.0
Miami Heat,42,30,.583,9.5,39,33,99.5,98.1
Charlotte Hornets,42,31,.575,10.0,42,31,103.2,100.8
Indiana Pacers,39,34,.534,13.0,40,33,101.8,100.4
Detroit Pistons,39,35,.527,13.5,39,35,102.4,101.6
Chicago Bulls,36,36,.500,15.5,32,40,101.5,103.2
Washington Wizards,36,37,.493,16.0,34,39,103.5,104.4
Orlando Magic,30,43,.411,22.0,31,42,100.9,103.2
Milwaukee Bucks,30,44,.405,22.5,27,47,98.9,102.9
New York Knicks,30,44,.405,22.5,30,44,98.8,101.5
Brooklyn Nets,21,51,.292,30.5,22,50,98.7,104.7
Philadelphia 76ers,9,65,.122,43.5,14,60,97.2,107.6
Golden State Warriors,66,7,.904,—,59,14,115.5,104.3
San Antonio Spurs,61,12,.836,5.0,61,12,104.3,92.6
Oklahoma City Thunder,51,22,.699,15.0,53,20,110.2,102.8
Los Angeles Clippers,45,27,.625,20.5,44,28,104.4,101.0
Memphis Grizzlies,41,32,.562,25.0,33,40,99.2,100.7
Portland Trail Blazers,38,36,.514,28.5,38,36,104.5,104.0
Utah Jazz,36,37,.493,30.0,39,34,97.5,96.4
Houston Rockets,36,38,.486,30.5,35,39,105.9,106.8
Dallas Mavericks,35,38,.479,31.0,34,39,103.3,104.2
Denver Nuggets,31,43,.419,35.5,31,43,102.3,104.9
Sacramento Kings,29,44,.397,37.0,31,42,106.9,109.0
New Orleans Pelicans,26,46,.361,39.5,27,45,102.8,106.4
Minnesota Timberwolves,24,49,.329,42.0,27,46,102.1,105.9
Phoenix Suns,20,53,.274,46.0,20,53,100.4,107.6
Los Angeles Lakers,15,58,.205,51.0,17,56,98.0,106.8
