Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Cleveland Cavaliers,51,28,.646,—,48,31,110.4,106.8
Boston Celtics,50,29,.633,1.0,45,34,107.7,105.4
Toronto Raptors,49,31,.613,2.5,50,30,106.9,103.0
Washington Wizards,48,31,.608,3.0,44,35,109.4,107.4
Atlanta Hawks,41,38,.519,10.0,37,42,103.1,104.1
Milwaukee Bucks,40,39,.506,11.0,39,40,104.1,104.3
Chicago Bulls,39,40,.494,12.0,38,41,102.5,103.1
Indiana Pacers,39,40,.494,12.0,38,41,104.6,105.4
Miami Heat,38,41,.481,13.0,42,37,102.8,101.9
Charlotte Hornets,36,43,.456,15.0,41,38,105.5,104.7
Detroit Pistons,36,43,.456,15.0,36,43,101.2,102.4
New York Knicks,30,50,.375,21.5,31,49,104.3,107.9
Philadelphia 76ers,28,51,.354,23.0,25,54,102.5,108.1
Orlando Magic,28,51,.354,23.0,24,55,101.1,107.2
Brooklyn Nets,19,60,.241,32.0,24,55,106.2,112.6
Golden State Warriors,65,14,.823,—,64,15,116.1,104.4
San Antonio Spurs,61,18,.772,4.0,59,20,105.8,98.1
Houston Rockets,53,26,.671,12.0,54,25,115.2,109.0
Utah Jazz,49,30,.620,16.0,51,28,100.8,96.7
Los Angeles Clippers,48,31,.608,17.0,49,30,108.5,104.8
Oklahoma City Thunder,45,34,.570,20.0,42,37,106.7,105.9
Memphis Grizzlies,43,37,.538,22.5,42,38,100.7,100.0
Portland Trail Blazers,39,40,.494,26.0,38,41,108.2,108.9
Denver Nuggets,38,41,.481,27.0,40,39,111.8,111.6
New Orleans Pelicans,33,46,.418,32.0,35,44,104.5,106.3
Dallas Mavericks,32,47,.405,33.0,32,47,97.8,100.5
Minnesota Timberwolves,31,48,.392,34.0,37,42,105.5,106.5
Sacramento Kings,31,48,.392,34.0,29,50,102.3,106.3
Los Angeles Lakers,24,55,.304,41.0,22,57,104.6,111.7
Phoenix Suns,23,57,.288,42.5,26,54,107.5,113.2
