Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Philadelphia 76ers,20,8,.714,—,19,9,93.6,88.6
New York Knicks,17,12,.586,3.5,17,12,86.3,84.0
Miami Heat,16,14,.533,5.0,16,14,87.0,85.9
Orlando Magic,13,16,.448,7.5,14,15,94.3,94.7
Boston Celtics,12,17,.414,8.5,11,18,94.9,98.0
New Jersey Nets,9,20,.310,11.5,9,20,87.7,92.3
Washington Wizards,5,24,.172,15.5,7,22,88.6,96.7
Charlotte Hornets,20,10,.667,—,20,10,91.4,86.5
Milwaukee Bucks,16,12,.571,3.0,15,13,97.0,95.9
Cleveland Cavaliers,15,12,.556,3.5,11,16,91.4,94.1
Toronto Raptors,15,14,.517,4.5,16,13,94.2,92.9
Detroit Pistons,13,16,.448,6.5,13,16,95.1,96.3
Indiana Pacers,13,17,.433,7.0,15,15,93.5,93.9
Atlanta Hawks,10,19,.345,9.5,10,19,86.7,91.0
Chicago Bulls,4,24,.143,15.0,4,24,85.0,96.1
Utah Jazz,20,10,.667,—,21,9,97.4,91.1
Dallas Mavericks,20,11,.645,0.5,20,11,97.9,94.2
San Antonio Spurs,18,11,.621,1.5,20,9,94.0,88.7
Minnesota Timberwolves,17,13,.567,3.0,15,15,96.5,96.4
Denver Nuggets,15,15,.500,5.0,12,18,97.2,100.2
Houston Rockets,13,15,.464,6.0,14,14,93.7,94.0
Vancouver Grizzlies,8,20,.286,11.0,11,17,89.5,92.7
Sacramento Kings,20,7,.741,—,21,6,98.7,89.7
Los Angeles Lakers,21,10,.677,1.0,20,11,101.4,96.7
Portland Trail Blazers,20,10,.667,1.5,19,11,95.7,92.0
Phoenix Suns,17,10,.630,3.0,16,11,93.2,90.5
Seattle SuperSonics,16,14,.533,5.5,15,15,98.4,97.9
Los Angeles Clippers,10,20,.333,11.5,11,19,89.6,93.3
Golden State Warriors,8,20,.286,12.5,8,20,95.5,101.6
