Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,29,10,.744,—,26,13,103.3,98.3
Toronto Raptors,24,10,.706,2.5,25,9,110.6,102.8
Cleveland Cavaliers,24,12,.667,3.5,21,15,110.1,107.3
Detroit Pistons,20,15,.571,7.0,19,16,102.1,101.0
Washington Wizards,20,16,.556,7.5,21,15,106.1,103.8
Milwaukee Bucks,19,15,.559,7.5,17,17,104.8,105.2
Miami Heat,19,17,.528,8.5,16,20,100.4,102.1
Indiana Pacers,19,17,.528,8.5,18,18,107.4,107.0
New York Knicks,18,18,.500,9.5,18,18,103.6,103.7
Philadelphia 76ers,16,19,.457,11.0,16,19,107.9,108.8
Brooklyn Nets,13,22,.371,14.0,15,20,107.5,110.0
Charlotte Hornets,13,22,.371,14.0,15,20,104.4,106.2
Chicago Bulls,13,22,.371,14.0,11,24,100.2,105.9
Orlando Magic,12,25,.324,16.0,12,25,105.0,110.4
Atlanta Hawks,10,26,.278,17.5,13,23,103.9,108.0
Golden State Warriors,29,8,.784,—,29,8,115.2,105.3
Houston Rockets,25,9,.735,2.5,25,9,114.3,105.8
San Antonio Spurs,25,12,.676,4.0,22,15,101.2,98.1
Minnesota Timberwolves,22,14,.611,6.5,20,16,108.6,106.7
Oklahoma City Thunder,20,16,.556,8.5,22,14,103.3,100.1
Denver Nuggets,19,17,.528,9.5,20,16,107.2,105.8
Portland Trail Blazers,18,17,.514,10.0,19,16,101.7,100.7
New Orleans Pelicans,18,18,.500,10.5,18,18,111.2,111.2
Utah Jazz,16,21,.432,13.0,18,19,101.2,101.6
Los Angeles Clippers,15,19,.441,12.5,16,18,105.5,106.0
Phoenix Suns,14,23,.378,15.0,11,26,105.7,112.1
Sacramento Kings,12,23,.343,16.0,8,27,97.0,105.5
Dallas Mavericks,12,25,.324,17.0,15,22,100.6,103.1
Los Angeles Lakers,11,23,.324,16.5,13,21,106.3,110.1
Memphis Grizzlies,11,25,.306,17.5,13,23,98.3,102.3
