Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Philadelphia 76ers,21,23,.477,—,19,25,97.7,99.5
Boston Celtics,21,24,.467,0.5,24,21,100.7,100.0
New Jersey Nets,18,26,.409,3.0,14,30,89.0,93.6
New York Knicks,18,26,.409,3.0,17,27,95.2,98.3
Toronto Raptors,18,27,.400,3.5,20,25,98.6,100.0
Cleveland Cavaliers,26,17,.605,—,27,16,97.7,94.5
Detroit Pistons,26,18,.591,0.5,26,18,90.5,88.3
Chicago Bulls,22,20,.524,3.5,22,20,92.2,91.6
Indiana Pacers,20,23,.465,6.0,19,24,92.5,94.3
Milwaukee Bucks,15,27,.357,10.5,16,26,95.8,99.2
Miami Heat,33,13,.717,—,31,15,101.8,96.3
Washington Wizards,26,17,.605,5.5,22,21,102.3,101.6
Orlando Magic,24,20,.545,8.0,22,22,99.8,99.9
Charlotte Bobcats,9,32,.220,21.5,12,29,93.5,99.6
Atlanta Hawks,9,34,.209,22.5,9,34,90.3,99.2
Seattle SuperSonics,30,13,.698,—,27,16,100.5,96.5
Minnesota Timberwolves,24,20,.545,6.5,26,18,97.7,95.4
Denver Nuggets,19,25,.432,11.5,18,26,95.1,97.8
Portland Trail Blazers,17,25,.405,12.5,17,25,93.2,95.9
Utah Jazz,15,30,.333,16.0,16,29,94.5,98.5
Phoenix Suns,36,10,.783,—,35,11,109.7,101.0
Sacramento Kings,30,13,.698,4.5,27,16,101.7,97.9
Los Angeles Lakers,23,19,.548,11.0,21,21,98.1,98.2
Los Angeles Clippers,22,23,.489,13.5,23,22,94.6,94.4
Golden State Warriors,12,32,.273,23.0,13,31,93.4,99.2
San Antonio Spurs,37,10,.787,—,40,7,97.0,86.0
Dallas Mavericks,28,14,.667,6.5,29,13,101.9,96.2
Memphis Grizzlies,26,20,.565,10.5,28,18,94.1,90.8
Houston Rockets,25,21,.543,11.5,24,22,92.0,91.4
New Orleans Hornets,8,36,.182,27.5,10,34,87.1,94.9
