Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,32,10,.762,—,28,14,103.1,97.9
Toronto Raptors,27,10,.730,2.5,27,10,112.1,104.0
Cleveland Cavaliers,25,13,.658,5.0,22,16,109.9,107.2
Washington Wizards,23,16,.590,7.5,23,16,106.5,103.9
Miami Heat,21,17,.553,9.0,17,21,100.8,102.2
Milwaukee Bucks,20,17,.541,9.5,18,19,106.0,106.4
Detroit Pistons,20,17,.541,9.5,18,19,101.5,101.6
Philadelphia 76ers,19,19,.500,11.0,20,18,108.6,107.9
Indiana Pacers,19,19,.500,11.0,18,20,106.8,107.4
New York Knicks,18,21,.462,12.5,18,21,103.3,104.1
Brooklyn Nets,15,23,.395,15.0,16,22,106.9,109.2
Charlotte Hornets,15,23,.395,15.0,18,20,105.0,106.0
Chicago Bulls,14,25,.359,16.5,13,26,102.1,107.5
Orlando Magic,12,27,.308,18.5,13,26,104.5,110.2
Atlanta Hawks,10,28,.263,20.0,14,24,103.5,107.9
Golden State Warriors,31,8,.795,—,30,9,115.6,106.0
Houston Rockets,27,10,.730,3.0,27,10,115.2,107.1
San Antonio Spurs,27,13,.675,4.5,25,15,101.3,98.0
Minnesota Timberwolves,24,16,.600,7.5,23,17,107.8,105.4
Oklahoma City Thunder,22,17,.564,9.0,25,14,104.9,100.8
Denver Nuggets,21,17,.553,9.5,22,16,107.7,105.6
Portland Trail Blazers,20,18,.526,10.5,20,18,102.7,101.6
New Orleans Pelicans,19,18,.514,11.0,19,18,111.1,110.9
Los Angeles Clippers,17,20,.459,13.0,18,19,106.0,106.3
Utah Jazz,16,23,.410,15.0,18,21,100.9,101.7
Phoenix Suns,15,26,.366,17.0,12,29,105.5,112.4
Dallas Mavericks,13,27,.325,18.5,17,23,102.1,104.5
Sacramento Kings,12,25,.324,18.0,8,29,97.4,106.4
Memphis Grizzlies,12,27,.308,19.0,15,24,98.9,102.4
Los Angeles Lakers,11,27,.289,19.5,13,25,106.4,111.7
