Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,35,18,.660,—,36,17,98.4,93.2
Toronto Raptors,30,24,.556,5.5,27,27,104.6,104.7
Philadelphia 76ers,21,33,.389,14.5,23,31,97.7,99.8
New York Knicks,19,34,.358,16.0,21,32,101.2,104.1
New Jersey Nets,5,50,.091,31.0,9,46,89.9,101.2
Cleveland Cavaliers,43,13,.768,—,41,15,101.7,94.9
Chicago Bulls,28,26,.519,14.0,24,30,96.1,97.8
Milwaukee Bucks,25,28,.472,16.5,26,27,97.9,98.1
Detroit Pistons,19,35,.352,23.0,18,36,91.9,96.7
Indiana Pacers,18,36,.333,24.0,18,36,98.9,103.9
Orlando Magic,37,19,.661,—,38,18,101.1,95.8
Atlanta Hawks,34,19,.642,1.5,35,18,101.3,96.8
Miami Heat,29,27,.518,8.0,31,25,96.6,95.1
Charlotte Bobcats,27,26,.509,8.5,29,24,95.3,94.3
Washington Wizards,19,33,.365,16.0,19,33,97.8,101.6
Denver Nuggets,36,19,.655,—,36,19,107.3,102.5
Utah Jazz,35,19,.648,0.5,36,18,102.1,97.2
Portland Trail Blazers,32,25,.561,5.0,33,24,97.3,95.2
Oklahoma City Thunder,31,21,.596,3.5,32,20,98.5,95.2
Minnesota Timberwolves,13,43,.232,23.5,13,43,97.8,106.5
Los Angeles Lakers,42,14,.750,—,40,16,102.9,96.2
Phoenix Suns,33,23,.589,9.0,32,24,109.3,106.8
Los Angeles Clippers,21,33,.389,20.0,18,36,95.3,100.2
Sacramento Kings,18,36,.333,23.0,19,35,101.7,106.0
Golden State Warriors,15,39,.278,26.0,21,33,107.4,110.8
Dallas Mavericks,34,21,.618,—,31,24,101.0,99.2
San Antonio Spurs,31,22,.585,2.0,34,19,100.5,96.2
New Orleans Hornets,29,26,.527,5.0,25,30,100.0,101.1
Houston Rockets,28,25,.528,5.0,27,26,100.8,100.5
Memphis Grizzlies,27,27,.500,6.5,25,29,102.2,103.5
