Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,9,12,.429,—,10,11,99.5,99.8
New York Knicks,9,15,.375,1.5,10,14,98.7,100.5
Boston Celtics,8,13,.381,1.0,11,10,99.7,99.6
Toronto Raptors,8,14,.364,1.5,9,13,96.0,99.1
Philadelphia 76ers,5,16,.238,4.0,7,14,95.0,100.4
Detroit Pistons,13,8,.619,—,12,9,96.0,94.5
Cleveland Cavaliers,13,8,.619,—,13,8,95.7,92.8
Chicago Bulls,12,10,.545,1.5,14,8,99.3,94.8
Indiana Pacers,12,12,.500,2.5,10,14,95.2,98.1
Milwaukee Bucks,9,13,.409,4.5,8,14,100.0,103.5
Orlando Magic,15,10,.600,—,13,12,93.2,93.0
Washington Wizards,10,11,.476,3.0,11,10,102.7,102.3
Miami Heat,9,12,.429,4.0,7,14,93.0,98.1
Atlanta Hawks,8,13,.381,5.0,8,13,95.2,98.3
Charlotte Bobcats,6,16,.273,7.5,6,16,91.4,98.5
Utah Jazz,17,5,.773,—,14,8,103.0,98.5
Denver Nuggets,12,8,.600,4.0,12,8,107.5,104.9
Minnesota Timberwolves,10,10,.500,6.0,10,10,92.5,92.5
Seattle SuperSonics,10,13,.435,7.5,12,11,99.7,99.7
Portland Trail Blazers,10,14,.417,8.0,8,16,92.5,97.3
Phoenix Suns,15,6,.714,—,15,6,111.1,104.6
Los Angeles Lakers,15,7,.682,0.5,14,8,101.9,98.6
Golden State Warriors,12,11,.522,4.0,12,11,106.4,105.9
Los Angeles Clippers,10,11,.476,5.0,9,12,95.3,97.6
Sacramento Kings,9,11,.450,5.5,10,10,99.5,99.7
San Antonio Spurs,18,6,.750,—,19,5,100.2,90.3
Dallas Mavericks,15,7,.682,2.0,14,8,98.0,94.5
Houston Rockets,14,8,.636,3.0,15,7,94.6,89.3
New Orleans/Oklahoma City Hornets,10,11,.476,6.5,8,13,91.0,94.1
Memphis Grizzlies,5,17,.227,12.0,8,14,92.5,95.8
