Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Cleveland Cavaliers,14,5,.737,—,13,6,110.3,105.1
Toronto Raptors,14,7,.667,1.0,16,5,110.9,102.8
Boston Celtics,12,9,.571,3.0,11,10,104.8,104.0
Charlotte Hornets,12,9,.571,3.0,12,9,105.3,103.0
New York Knicks,12,9,.571,3.0,9,12,104.8,106.3
Detroit Pistons,12,11,.522,4.0,14,9,100.1,96.7
Chicago Bulls,11,10,.524,4.0,13,8,103.3,100.3
Milwaukee Bucks,10,9,.526,4.0,11,8,103.3,101.5
Indiana Pacers,10,11,.476,5.0,8,13,104.2,108.0
Atlanta Hawks,10,12,.455,5.5,9,13,100.1,102.3
Orlando Magic,10,12,.455,5.5,8,14,94.6,98.0
Washington Wizards,7,13,.350,7.5,8,12,104.3,107.1
Miami Heat,7,14,.333,8.0,9,12,97.4,99.6
Brooklyn Nets,5,15,.250,9.5,5,15,105.7,114.4
Philadelphia 76ers,4,18,.182,11.5,5,17,97.5,107.1
Golden State Warriors,18,3,.857,—,18,3,120.2,106.4
San Antonio Spurs,18,4,.818,0.5,15,7,102.8,97.8
Los Angeles Clippers,16,6,.727,2.5,17,5,108.7,99.1
Memphis Grizzlies,15,8,.652,4.0,11,12,98.0,98.4
Houston Rockets,14,7,.667,4.0,13,8,111.1,107.4
Oklahoma City Thunder,14,8,.636,4.5,13,9,107.4,104.8
Utah Jazz,14,9,.609,5.0,15,8,100.4,95.5
Portland Trail Blazers,12,10,.545,6.5,10,12,110.3,112.4
Los Angeles Lakers,10,13,.435,9.0,8,15,104.9,109.3
Denver Nuggets,8,13,.381,10.0,9,12,106.2,109.0
Sacramento Kings,7,13,.350,10.5,8,12,102.4,104.9
New Orleans Pelicans,7,15,.318,11.5,9,13,102.3,105.4
Minnesota Timberwolves,6,15,.286,12.0,9,12,104.1,105.6
Phoenix Suns,6,15,.286,12.0,6,15,106.3,113.1
Dallas Mavericks,4,16,.200,13.5,5,15,92.3,99.4
