Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New York Knicks,7,1,.875,—,7,1,100.5,90.0
Brooklyn Nets,6,2,.750,1.0,5,3,97.5,92.5
Philadelphia 76ers,6,4,.600,2.0,5,5,88.9,90.1
Boston Celtics,6,5,.545,2.5,5,6,96.9,98.1
Toronto Raptors,3,7,.300,5.0,4,6,96.1,99.8
Milwaukee Bucks,6,2,.750,—,5,3,101.0,97.4
Chicago Bulls,5,5,.500,2.0,5,5,94.8,94.2
Indiana Pacers,4,7,.364,3.5,5,6,88.1,90.1
Cleveland Cavaliers,2,8,.200,5.0,3,7,95.7,102.7
Detroit Pistons,2,9,.182,5.5,4,7,93.9,98.3
Miami Heat,8,3,.727,—,7,4,103.5,99.1
Atlanta Hawks,4,4,.500,2.5,4,4,94.4,93.6
Charlotte Bobcats,4,4,.500,2.5,3,5,95.9,99.1
Orlando Magic,3,6,.333,4.0,3,6,90.2,95.9
Washington Wizards,0,8,.000,6.5,2,6,86.6,94.4
Oklahoma City Thunder,8,3,.727,—,8,3,101.7,95.2
Minnesota Timberwolves,5,4,.556,2.0,5,4,91.8,90.4
Portland Trail Blazers,5,5,.500,2.5,5,5,100.4,101.8
Utah Jazz,5,6,.455,3.0,6,5,97.7,97.5
Denver Nuggets,4,6,.400,3.5,4,6,98.6,100.8
Los Angeles Clippers,7,2,.778,—,7,2,102.6,93.2
Golden State Warriors,5,5,.500,2.5,4,6,97.8,100.2
Los Angeles Lakers,5,5,.500,2.5,7,3,100.5,95.5
Phoenix Suns,4,7,.364,4.0,3,8,98.3,104.3
Sacramento Kings,2,8,.200,5.5,2,8,91.2,100.0
Memphis Grizzlies,8,1,.889,—,7,2,101.1,92.1
San Antonio Spurs,8,2,.800,0.5,7,3,99.9,94.5
Dallas Mavericks,6,5,.545,3.0,6,5,100.7,99.3
Houston Rockets,4,6,.400,4.5,5,5,100.2,100.8
New Orleans Hornets,3,5,.375,4.5,3,5,93.1,96.3
