Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,21,6,.778,—,20,7,116.0,108.0
Philadelphia 76ers,18,9,.667,3.0,15,12,113.8,111.8
Milwaukee Bucks,16,8,.667,3.5,18,6,120.0,110.2
Indiana Pacers,16,10,.615,4.5,17,9,106.0,101.5
Boston Celtics,15,10,.600,5.0,18,7,110.3,102.9
Detroit Pistons,13,10,.565,6.0,11,12,109.4,109.8
Charlotte Hornets,12,13,.480,8.0,15,10,114.0,111.0
Orlando Magic,12,14,.462,8.5,11,15,105.7,108.2
Miami Heat,11,14,.440,9.0,12,13,108.2,108.5
Washington Wizards,11,15,.423,9.5,9,17,112.0,116.7
Brooklyn Nets,10,18,.357,11.5,12,16,108.7,110.6
New York Knicks,8,19,.296,13.0,8,19,108.4,114.8
Atlanta Hawks,6,20,.231,14.5,6,20,107.9,118.2
Cleveland Cavaliers,6,20,.231,14.5,7,19,103.5,111.5
Chicago Bulls,6,21,.222,15.0,5,22,102.3,113.0
Golden State Warriors,18,9,.667,—,18,9,116.4,110.6
Denver Nuggets,17,9,.654,0.5,18,8,110.2,103.8
Oklahoma City Thunder,16,8,.667,0.5,17,7,111.1,104.4
Los Angeles Clippers,16,9,.640,1.0,15,10,115.6,112.6
Los Angeles Lakers,16,10,.615,1.5,15,11,113.3,111.1
Memphis Grizzlies,15,10,.600,2.0,13,12,103.5,102.7
Portland Trail Blazers,15,11,.577,2.5,15,11,112.3,110.4
Dallas Mavericks,13,11,.542,3.5,13,11,110.5,109.3
Sacramento Kings,13,12,.520,4.0,11,14,114.5,116.0
Utah Jazz,13,13,.500,4.5,13,13,107.4,107.2
Minnesota Timberwolves,13,13,.500,4.5,13,13,109.8,109.6
New Orleans Pelicans,13,14,.481,5.0,15,12,118.1,115.9
San Antonio Spurs,12,14,.462,5.5,10,16,110.3,114.0
Houston Rockets,11,14,.440,6.0,11,14,108.3,109.7
Phoenix Suns,4,22,.154,13.5,5,21,102.2,113.8
