Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,23,21,.523,—,26,18,99.3,97.0
Brooklyn Nets,20,23,.465,2.5,18,25,97.4,99.9
New York Knicks,17,27,.386,6.0,17,27,96.2,99.3
Boston Celtics,15,31,.326,9.0,17,29,94.7,98.6
Philadelphia 76ers,14,31,.311,9.5,11,34,101.3,109.9
Indiana Pacers,34,9,.791,—,33,10,98.6,90.2
Chicago Bulls,22,22,.500,12.5,22,22,92.8,92.9
Detroit Pistons,17,27,.386,17.5,17,27,99.7,103.2
Cleveland Cavaliers,16,28,.364,18.5,14,30,96.2,101.3
Milwaukee Bucks,8,36,.182,26.5,8,36,91.1,101.0
Miami Heat,32,12,.727,—,30,14,104.3,98.6
Atlanta Hawks,23,21,.523,9.0,23,21,102.2,101.3
Washington Wizards,21,22,.488,10.5,21,22,98.9,99.5
Charlotte Bobcats,19,27,.413,14.0,18,28,93.9,97.2
Orlando Magic,12,33,.267,20.5,14,31,96.5,102.2
Oklahoma City Thunder,36,10,.783,—,34,12,105.4,98.0
Portland Trail Blazers,33,12,.733,2.5,30,15,109.0,103.5
Denver Nuggets,22,21,.512,12.5,23,20,104.0,103.1
Minnesota Timberwolves,22,22,.500,13.0,29,15,106.5,101.9
Utah Jazz,16,29,.356,19.5,13,32,95.0,101.1
Los Angeles Clippers,32,15,.681,—,33,14,106.2,100.0
Golden State Warriors,27,18,.600,4.0,29,16,104.0,99.6
Phoenix Suns,26,18,.591,4.5,27,17,104.5,101.2
Los Angeles Lakers,16,29,.356,15.0,15,30,100.8,106.1
Sacramento Kings,15,29,.341,15.5,18,26,102.2,104.8
San Antonio Spurs,33,11,.750,—,33,11,104.7,96.9
Houston Rockets,29,17,.630,5.0,28,18,105.0,101.6
Dallas Mavericks,26,20,.565,8.0,25,21,103.9,102.4
Memphis Grizzlies,22,20,.524,10.0,21,21,95.7,96.0
New Orleans Pelicans,18,25,.419,14.5,19,24,100.8,102.7
