Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Cleveland Cavaliers,41,17,.707,—,40,18,102.9,97.2
Toronto Raptors,39,19,.672,2.0,38,20,102.3,97.9
Boston Celtics,35,25,.583,7.0,38,22,106.1,102.0
Miami Heat,33,26,.559,8.5,30,29,96.9,96.7
Atlanta Hawks,33,27,.550,9.0,35,25,102.2,99.7
Indiana Pacers,31,28,.525,10.5,33,26,102.4,100.5
Detroit Pistons,31,29,.517,11.0,33,27,101.9,100.5
Charlotte Hornets,30,28,.517,11.0,31,27,101.5,100.6
Chicago Bulls,30,28,.517,11.0,27,31,101.6,102.3
Washington Wizards,28,30,.483,13.0,26,32,102.8,104.4
Orlando Magic,26,32,.448,15.0,26,32,100.8,102.1
New York Knicks,25,36,.410,17.5,25,36,99.1,101.6
Milwaukee Bucks,24,35,.407,17.5,21,38,98.6,103.0
Brooklyn Nets,17,42,.288,24.5,17,42,97.0,103.6
Philadelphia 76ers,8,51,.136,33.5,11,48,96.2,106.8
Golden State Warriors,53,5,.914,—,47,11,115.4,104.1
San Antonio Spurs,50,9,.847,3.5,51,8,105.0,92.5
Oklahoma City Thunder,41,18,.695,12.5,43,16,110.0,102.8
Los Angeles Clippers,38,20,.655,15.0,38,20,105.0,100.3
Memphis Grizzlies,34,24,.586,19.0,28,30,99.0,99.6
Dallas Mavericks,32,28,.533,22.0,30,30,102.2,102.3
Portland Trail Blazers,32,28,.533,22.0,33,27,103.6,102.3
Houston Rockets,29,30,.492,24.5,27,32,105.4,106.8
Utah Jazz,28,30,.483,25.0,31,27,98.1,97.1
Sacramento Kings,24,33,.421,28.5,25,32,107.1,109.2
New Orleans Pelicans,23,35,.397,30.0,24,34,102.9,105.7
Denver Nuggets,23,36,.390,30.5,23,36,100.8,104.1
Minnesota Timberwolves,19,41,.317,35.0,22,38,101.1,105.1
Phoenix Suns,15,44,.254,38.5,17,42,100.7,107.6
Los Angeles Lakers,11,49,.183,43.0,13,47,97.5,107.2
