Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New York Knicks,52,27,.658,—,51,28,100.2,95.8
Brooklyn Nets,47,32,.595,5.0,45,34,96.8,95.0
Boston Celtics,41,39,.513,11.5,40,40,96.6,96.5
Philadelphia 76ers,32,47,.405,20.0,29,50,92.9,96.6
Toronto Raptors,31,48,.392,21.0,34,45,96.8,99.0
Indiana Pacers,49,30,.620,—,52,27,94.9,90.5
Chicago Bulls,43,36,.544,6.0,40,39,93.1,92.8
Milwaukee Bucks,37,43,.463,12.5,36,44,98.8,100.4
Detroit Pistons,28,52,.350,21.5,28,52,94.6,98.8
Cleveland Cavaliers,24,55,.304,25.0,27,52,96.7,101.3
Miami Heat,63,16,.797,—,59,20,102.9,95.1
Atlanta Hawks,44,36,.550,19.5,42,38,98.1,97.4
Washington Wizards,29,51,.363,34.5,33,47,93.1,95.6
Orlando Magic,20,60,.250,43.5,22,58,94.3,101.1
Charlotte Bobcats,19,61,.238,44.5,16,64,93.1,102.8
Oklahoma City Thunder,59,21,.738,—,63,17,106.0,96.6
Denver Nuggets,54,25,.684,4.5,52,27,105.8,100.9
Utah Jazz,42,38,.525,17.0,40,40,98.4,98.5
Portland Trail Blazers,33,46,.418,25.5,32,47,97.7,100.6
Minnesota Timberwolves,30,50,.375,29.0,33,47,95.8,98.2
Los Angeles Clippers,54,26,.675,—,57,23,101.1,94.7
Golden State Warriors,45,35,.563,9.0,42,38,101.0,100.4
Los Angeles Lakers,43,37,.538,11.0,43,37,102.4,101.3
Sacramento Kings,28,51,.354,25.5,27,52,100.2,104.8
Phoenix Suns,24,56,.300,30.0,23,57,94.9,101.3
San Antonio Spurs,58,21,.734,—,57,22,103.3,96.3
Memphis Grizzlies,54,26,.675,4.5,52,28,93.4,89.4
Houston Rockets,44,35,.557,14.0,49,30,105.8,102.3
Dallas Mavericks,39,40,.494,19.0,37,42,101.1,102.1
New Orleans Hornets,27,53,.338,31.5,30,50,94.2,97.8
