Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Philadelphia 76ers,18,8,.692,—,18,8,92.6,87.7
New York Knicks,16,12,.571,3.0,16,12,86.2,84.1
Miami Heat,15,14,.517,4.5,15,14,86.8,86.1
Orlando Magic,12,14,.462,6.0,13,13,94.8,94.6
Boston Celtics,11,16,.407,7.5,10,17,94.2,97.4
New Jersey Nets,9,18,.333,9.5,9,18,87.2,92.0
Washington Wizards,5,23,.179,14.0,6,22,88.9,97.0
Charlotte Hornets,19,9,.679,—,19,9,90.7,85.5
Cleveland Cavaliers,15,10,.600,2.5,11,14,90.8,92.8
Milwaukee Bucks,14,12,.538,4.0,13,13,96.9,96.8
Toronto Raptors,14,13,.519,4.5,15,12,94.1,92.6
Detroit Pistons,12,15,.444,6.5,12,15,94.9,96.1
Indiana Pacers,12,16,.429,7.0,14,14,93.7,94.0
Atlanta Hawks,9,18,.333,9.5,9,18,87.1,91.7
Chicago Bulls,3,24,.111,15.5,4,23,84.3,95.8
Utah Jazz,20,8,.714,—,21,7,97.4,90.5
Dallas Mavericks,18,11,.621,2.5,18,11,97.1,94.1
San Antonio Spurs,17,10,.630,2.5,19,8,93.3,87.8
Minnesota Timberwolves,15,13,.536,5.0,14,14,96.7,97.0
Denver Nuggets,14,14,.500,6.0,11,17,97.0,100.1
Houston Rockets,13,13,.500,6.0,13,13,93.7,93.2
Vancouver Grizzlies,8,19,.296,11.5,10,17,89.3,92.5
Sacramento Kings,19,7,.731,—,21,5,99.0,89.8
Los Angeles Lakers,20,9,.690,0.5,18,11,100.9,96.9
Portland Trail Blazers,18,10,.643,2.0,18,10,94.9,91.2
Phoenix Suns,16,9,.640,2.5,16,9,93.6,89.3
Seattle SuperSonics,15,13,.536,5.0,15,13,98.3,97.6
Los Angeles Clippers,10,18,.357,10.0,10,18,88.7,92.4
Golden State Warriors,8,19,.296,11.5,8,19,94.9,101.0
