Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,32,26,.552,—,35,23,100.1,97.1
Brooklyn Nets,27,29,.482,4.0,23,33,97.3,99.7
New York Knicks,21,38,.356,11.5,24,35,97.7,100.4
Boston Celtics,20,39,.339,12.5,22,37,95.4,99.1
Philadelphia 76ers,15,43,.259,17.0,11,47,100.2,110.9
Indiana Pacers,44,13,.772,—,44,13,99.2,91.1
Chicago Bulls,32,26,.552,12.5,31,27,93.1,92.3
Cleveland Cavaliers,24,36,.400,21.5,22,38,97.0,101.0
Detroit Pistons,23,35,.397,21.5,24,34,100.8,103.5
Milwaukee Bucks,11,46,.193,33.0,13,44,93.3,102.0
Miami Heat,41,14,.745,—,38,17,104.2,98.1
Washington Wizards,30,28,.517,12.5,30,28,100.2,99.7
Charlotte Bobcats,27,31,.466,15.5,25,33,95.0,96.7
Atlanta Hawks,26,31,.456,16.0,28,29,101.5,101.8
Orlando Magic,18,42,.300,25.5,20,40,96.7,101.8
Oklahoma City Thunder,44,15,.746,—,42,17,104.9,98.6
Portland Trail Blazers,40,18,.690,3.5,38,20,107.9,103.0
Minnesota Timberwolves,28,29,.491,15.0,36,21,105.7,101.7
Denver Nuggets,25,32,.439,18.0,24,33,102.3,104.7
Utah Jazz,21,37,.362,22.5,18,40,94.8,100.4
Los Angeles Clippers,40,20,.667,—,42,18,107.2,101.2
Golden State Warriors,36,23,.610,3.5,39,20,103.4,98.7
Phoenix Suns,34,24,.586,5.0,35,23,104.9,102.0
Sacramento Kings,20,38,.345,19.0,24,34,101.7,104.1
Los Angeles Lakers,20,39,.339,19.5,19,40,101.1,106.5
San Antonio Spurs,42,16,.724,—,40,18,103.8,97.8
Houston Rockets,39,19,.672,3.0,38,20,106.2,101.7
Dallas Mavericks,36,24,.600,7.0,35,25,104.4,102.0
Memphis Grizzlies,32,25,.561,9.5,29,28,95.2,94.9
New Orleans Pelicans,23,35,.397,19.0,24,34,99.2,101.6
