Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Philadelphia 76ers,17,7,.708,—,20,4,96.8,86.5
Boston Celtics,13,10,.565,3.5,15,8,90.7,86.7
New York Knicks,9,15,.375,8.0,12,12,94.9,95.3
New Jersey Nets,8,17,.320,9.5,7,18,92.7,99.2
Toronto Raptors,8,17,.320,9.5,7,18,86.9,93.4
Chicago Bulls,20,6,.769,—,21,5,97.2,88.5
Indiana Pacers,16,7,.696,2.5,14,9,94.0,90.7
Milwaukee Bucks,10,13,.435,8.5,10,13,93.9,95.2
Cleveland Cavaliers,9,13,.409,9.0,8,14,93.5,96.7
Detroit Pistons,6,20,.231,14.0,5,21,86.3,95.9
Miami Heat,18,6,.750,—,18,6,103.2,95.5
Atlanta Hawks,16,8,.667,2.0,16,8,96.3,91.1
Orlando Magic,15,9,.625,3.0,13,11,92.2,91.0
Washington Wizards,4,20,.167,14.0,4,20,89.1,99.4
Charlotte Bobcats,3,21,.125,15.0,3,21,87.3,101.0
Oklahoma City Thunder,18,5,.783,—,15,8,100.0,95.1
Denver Nuggets,15,9,.625,3.5,16,8,104.6,99.3
Portland Trail Blazers,14,10,.583,4.5,17,7,98.2,91.7
Utah Jazz,13,9,.591,4.5,11,11,97.3,96.8
Minnesota Timberwolves,12,12,.500,6.5,13,11,97.3,95.7
Los Angeles Clippers,14,7,.667,—,12,9,99.0,97.0
Los Angeles Lakers,14,10,.583,1.5,14,10,93.3,90.8
Phoenix Suns,9,14,.391,6.0,8,15,92.5,96.5
Golden State Warriors,8,13,.381,6.0,9,12,97.7,100.0
Sacramento Kings,8,15,.348,7.0,4,19,91.8,101.6
San Antonio Spurs,16,9,.640,—,16,9,98.1,93.9
Dallas Mavericks,14,11,.560,2.0,15,10,93.8,91.1
Houston Rockets,13,11,.542,2.5,13,11,98.0,96.5
Memphis Grizzlies,12,12,.500,3.5,13,11,93.1,92.3
New Orleans Hornets,4,20,.167,11.5,7,17,87.8,93.2
