Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,39,32,.549,—,37,34,98.9,98.3
New Jersey Nets,33,38,.465,6.0,33,38,97.5,98.5
New York Knicks,31,40,.437,8.0,30,41,98.1,100.3
Philadelphia 76ers,28,43,.394,11.0,27,44,94.8,98.4
Boston Celtics,22,49,.310,17.0,27,44,96.4,99.8
Detroit Pistons,45,26,.634,—,47,24,96.2,91.8
Cleveland Cavaliers,43,29,.597,2.5,44,28,96.4,93.2
Chicago Bulls,43,30,.589,3.0,47,26,98.5,94.4
Indiana Pacers,31,40,.437,14.0,29,42,95.2,97.6
Milwaukee Bucks,25,45,.357,19.5,27,43,99.8,103.3
Washington Wizards,38,32,.543,—,36,34,105.4,105.2
Miami Heat,38,33,.535,0.5,33,38,95.5,96.2
Orlando Magic,33,39,.458,6.0,35,37,93.8,94.3
Charlotte Bobcats,27,45,.375,12.0,24,48,96.3,101.1
Atlanta Hawks,27,46,.370,12.5,24,49,93.1,97.9
Utah Jazz,47,24,.662,—,44,27,101.5,98.0
Denver Nuggets,35,35,.500,11.5,38,32,104.8,103.6
Minnesota Timberwolves,30,41,.423,17.0,29,42,96.1,98.7
Seattle SuperSonics,29,42,.408,18.0,30,41,99.3,101.5
Portland Trail Blazers,29,43,.403,18.5,27,45,94.4,97.9
Phoenix Suns,53,18,.746,—,51,20,110.2,103.2
Los Angeles Lakers,38,33,.535,15.0,35,36,102.9,103.0
Los Angeles Clippers,34,37,.479,19.0,33,38,95.2,96.2
Golden State Warriors,34,39,.466,20.0,32,41,105.3,107.3
Sacramento Kings,30,40,.429,22.5,32,38,100.4,101.6
Dallas Mavericks,60,11,.845,—,54,17,101.0,92.8
San Antonio Spurs,51,20,.718,9.0,56,15,98.3,89.3
Houston Rockets,46,26,.639,14.5,50,22,96.5,91.0
New Orleans/Oklahoma City Hornets,32,40,.444,28.5,30,42,94.3,96.5
Memphis Grizzlies,19,54,.260,42.0,24,49,100.9,106.1
