Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New York Knicks,3,1,.750,—,3,1,93.0,87.8
Boston Celtics,3,1,.750,—,3,1,106.5,101.5
Miami Heat,2,1,.667,0.5,2,1,106.3,102.0
Orlando Magic,2,2,.500,1.0,2,2,98.8,100.5
Washington Wizards,1,2,.333,1.5,1,2,99.7,102.0
Philadelphia 76ers,0,3,.000,2.5,1,2,79.0,88.0
New Jersey Nets,0,3,.000,2.5,1,2,98.0,109.3
Milwaukee Bucks,3,0,1.000,—,2,1,112.7,104.3
Cleveland Cavaliers,3,1,.750,0.5,2,2,96.8,93.5
Indiana Pacers,2,1,.667,1.0,2,1,107.7,106.0
Charlotte Hornets,2,1,.667,1.0,2,1,99.3,92.7
Toronto Raptors,2,1,.667,1.0,2,1,99.7,93.7
Atlanta Hawks,1,2,.333,2.0,1,2,103.0,103.3
Chicago Bulls,0,3,.000,3.0,0,3,86.0,100.7
Detroit Pistons,0,4,.000,3.5,1,3,104.5,113.8
San Antonio Spurs,3,0,1.000,—,3,0,96.0,80.7
Dallas Mavericks,2,1,.667,1.0,2,1,108.0,99.7
Minnesota Timberwolves,1,1,.500,1.5,1,1,104.5,100.5
Utah Jazz,1,2,.333,2.0,2,1,92.0,90.7
Denver Nuggets,1,2,.333,2.0,1,2,94.7,102.0
Vancouver Grizzlies,1,2,.333,2.0,1,2,94.3,101.0
Houston Rockets,0,3,.000,3.0,1,2,86.7,97.0
Portland Trail Blazers,4,0,1.000,—,4,0,104.8,87.3
Seattle SuperSonics,3,0,1.000,0.5,2,1,103.0,94.0
Los Angeles Lakers,2,1,.667,1.5,2,1,92.0,89.7
Phoenix Suns,1,1,.500,2.0,1,1,93.0,93.5
Sacramento Kings,1,1,.500,2.0,1,1,100.5,104.5
Los Angeles Clippers,1,2,.333,2.5,1,2,93.7,102.0
Golden State Warriors,0,3,.000,3.5,0,3,91.3,110.7
