Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New York Knicks,15,21,.417,—,15,21,99.4,102.0
New Jersey Nets,14,18,.438,-1.0,15,17,97.2,98.3
Toronto Raptors,14,19,.424,-0.5,14,19,97.6,100.0
Boston Celtics,12,20,.375,1.0,15,17,99.8,101.0
Philadelphia 76ers,9,24,.273,4.5,11,22,94.6,99.4
Cleveland Cavaliers,20,12,.625,—,19,13,94.8,91.9
Detroit Pistons,19,11,.633,—,18,12,97.3,94.1
Chicago Bulls,19,14,.576,1.5,22,11,100.2,95.5
Indiana Pacers,17,16,.515,3.5,14,19,94.8,96.8
Milwaukee Bucks,16,17,.485,4.5,16,17,103.2,103.6
Orlando Magic,20,14,.588,—,19,15,93.7,92.1
Washington Wizards,19,13,.594,—,18,14,108.0,106.5
Miami Heat,13,19,.406,6.0,9,23,93.0,99.0
Atlanta Hawks,9,21,.300,9.0,9,21,93.1,98.7
Charlotte Bobcats,9,23,.281,10.0,8,24,93.8,101.1
Utah Jazz,23,10,.697,—,20,13,100.8,97.9
Denver Nuggets,16,14,.533,5.5,17,13,106.7,104.9
Minnesota Timberwolves,16,15,.516,6.0,16,15,94.5,94.5
Portland Trail Blazers,13,20,.394,10.0,11,22,92.3,96.9
Seattle SuperSonics,13,22,.371,11.0,14,21,98.9,101.6
Phoenix Suns,24,8,.750,—,23,9,110.3,102.7
Los Angeles Lakers,22,11,.667,2.5,20,13,105.1,101.6
Golden State Warriors,17,17,.500,8.0,17,17,106.4,106.5
Los Angeles Clippers,15,18,.455,9.5,14,19,95.9,97.8
Sacramento Kings,14,16,.467,9.0,16,14,101.6,101.1
Dallas Mavericks,27,7,.794,—,25,9,98.5,91.7
San Antonio Spurs,23,11,.676,4.0,26,8,99.3,90.9
Houston Rockets,21,12,.636,5.5,23,10,95.4,89.5
New Orleans/Oklahoma City Hornets,12,20,.375,14.0,10,22,89.5,94.9
Memphis Grizzlies,8,26,.235,19.0,13,21,97.6,101.2
