Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,58,22,.725,—,59,21,111.7,103.8
Boston Celtics,54,26,.675,4.0,50,30,104.0,100.3
Philadelphia 76ers,50,30,.625,8.0,50,30,109.4,105.3
Cleveland Cavaliers,49,31,.613,9.0,42,38,110.9,109.9
Indiana Pacers,48,33,.593,10.5,45,36,105.7,104.0
Miami Heat,43,37,.538,15.0,42,38,103.4,102.7
Milwaukee Bucks,43,37,.538,15.0,40,40,106.7,106.8
Washington Wizards,42,38,.525,16.0,41,39,106.7,106.2
Detroit Pistons,38,42,.475,20.0,39,41,103.7,104.1
Charlotte Hornets,35,46,.432,23.5,40,41,108.1,108.1
New York Knicks,28,52,.350,30.0,31,49,104.3,108.0
Brooklyn Nets,27,53,.338,31.0,30,50,106.6,110.4
Chicago Bulls,27,53,.338,31.0,23,57,103.1,109.8
Orlando Magic,24,56,.300,34.0,28,52,103.7,108.5
Atlanta Hawks,24,57,.296,34.5,27,54,103.2,108.7
Houston Rockets,64,16,.800,—,61,19,112.8,104.0
Golden State Warriors,58,23,.716,6.5,56,25,113.9,107.3
Portland Trail Blazers,48,32,.600,16.0,47,33,106.0,103.3
Utah Jazz,47,33,.588,17.0,51,29,104.1,100.1
New Orleans Pelicans,46,34,.575,18.0,42,38,111.6,110.7
Oklahoma City Thunder,46,34,.575,18.0,48,32,107.4,104.4
San Antonio Spurs,46,34,.575,18.0,48,32,102.9,99.8
Minnesota Timberwolves,45,35,.563,19.0,45,35,109.4,107.5
Denver Nuggets,45,35,.563,19.0,44,36,110.3,108.8
Los Angeles Clippers,42,38,.525,22.0,41,39,109.2,108.8
Los Angeles Lakers,34,46,.425,30.0,36,44,108.1,109.8
Sacramento Kings,26,54,.325,38.0,22,58,99.0,106.2
Dallas Mavericks,24,57,.296,40.5,33,48,102.4,105.1
Memphis Grizzlies,22,58,.275,42.0,25,55,99.1,105.1
Phoenix Suns,20,61,.247,44.5,18,63,103.7,113.5
