Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,15,4,.789,—,14,5,115.9,107.5
Milwaukee Bucks,13,4,.765,1.0,14,3,121.4,108.5
Philadelphia 76ers,13,7,.650,2.5,10,10,113.6,113.3
Indiana Pacers,11,7,.611,3.5,11,7,105.9,102.4
Charlotte Hornets,9,8,.529,5.0,11,6,115.7,110.3
Orlando Magic,9,9,.500,5.5,8,10,106.6,108.6
Boston Celtics,9,9,.500,5.5,10,8,106.0,104.2
Detroit Pistons,8,7,.533,5.0,7,8,110.9,111.1
Brooklyn Nets,8,11,.421,7.0,9,10,109.8,110.7
Miami Heat,6,11,.353,8.0,7,10,108.3,110.2
Washington Wizards,6,11,.353,8.0,6,11,111.8,116.9
Chicago Bulls,5,13,.278,9.5,4,14,104.2,113.6
New York Knicks,5,14,.263,10.0,6,13,108.6,114.6
Atlanta Hawks,3,15,.167,11.5,4,14,107.4,118.6
Cleveland Cavaliers,2,14,.125,11.5,4,12,103.4,111.7
Memphis Grizzlies,12,5,.706,—,10,7,103.1,100.2
Portland Trail Blazers,12,6,.667,0.5,11,7,114.2,110.2
Golden State Warriors,12,7,.632,1.0,12,7,115.4,111.1
Los Angeles Clippers,11,6,.647,1.0,11,6,117.9,113.5
Oklahoma City Thunder,11,6,.647,1.0,12,5,111.8,105.6
Denver Nuggets,11,7,.611,1.5,12,6,110.1,104.3
Los Angeles Lakers,10,7,.588,2.0,9,8,116.2,114.8
New Orleans Pelicans,10,8,.556,2.5,10,8,119.6,117.1
Sacramento Kings,10,8,.556,2.5,8,10,114.2,115.8
Houston Rockets,9,7,.563,2.5,8,8,106.6,106.8
San Antonio Spurs,8,9,.471,4.0,8,9,108.5,109.4
Dallas Mavericks,8,9,.471,4.0,9,8,109.9,108.8
Utah Jazz,8,10,.444,4.5,7,11,106.2,109.1
Minnesota Timberwolves,7,11,.389,5.5,7,11,109.1,113.4
Phoenix Suns,3,14,.176,9.0,3,14,103.6,114.1
