Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,28,3,.903,—,27,4,100.5,87.3
Toronto Raptors,17,16,.515,12.0,18,15,96.6,95.3
New Jersey Nets,16,16,.500,12.5,11,21,92.8,97.2
Philadelphia 76ers,14,19,.424,15.0,14,19,93.5,95.3
New York Knicks,8,23,.258,20.0,7,24,93.9,102.0
Detroit Pistons,26,7,.788,—,27,6,100.1,89.2
Cleveland Cavaliers,16,17,.485,10.0,13,20,95.6,98.9
Indiana Pacers,16,18,.471,10.5,16,18,103.0,103.6
Chicago Bulls,12,19,.387,13.0,12,19,93.8,97.4
Milwaukee Bucks,12,20,.375,13.5,9,23,94.6,101.1
Orlando Magic,22,13,.629,—,22,13,103.4,100.0
Washington Wizards,16,15,.516,4.0,18,13,100.0,98.0
Atlanta Hawks,15,15,.500,4.5,13,17,94.3,95.7
Charlotte Bobcats,11,20,.355,9.0,10,21,93.8,99.1
Miami Heat,8,25,.242,13.0,10,23,94.0,99.3
Denver Nuggets,20,12,.625,—,20,12,106.4,102.8
Portland Trail Blazers,20,13,.606,0.5,17,16,96.4,95.9
Utah Jazz,18,16,.529,3.0,22,12,104.9,100.7
Seattle SuperSonics,9,23,.281,11.0,9,23,98.1,104.3
Minnesota Timberwolves,4,28,.125,16.0,7,25,93.4,102.3
Phoenix Suns,23,9,.719,—,22,10,109.2,103.5
Los Angeles Lakers,20,11,.645,2.5,21,10,107.0,101.6
Golden State Warriors,19,15,.559,5.0,18,16,108.1,106.8
Sacramento Kings,12,19,.387,10.5,12,19,97.6,100.9
Los Angeles Clippers,10,20,.333,12.0,9,21,92.5,97.7
San Antonio Spurs,22,9,.710,—,22,9,98.2,91.6
New Orleans Hornets,22,11,.667,1.0,21,12,97.1,92.9
Dallas Mavericks,22,11,.667,1.0,21,12,101.2,97.2
Houston Rockets,16,17,.485,7.0,17,16,94.8,94.1
Memphis Grizzlies,9,23,.281,13.5,12,20,100.1,104.3
