Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Philadelphia 76ers,3,3,.500,—,3,3,98.5,97.8
New Jersey Nets,2,2,.500,—,2,2,97.3,96.3
Toronto Raptors,2,3,.400,0.5,2,3,100.6,102.4
New York Knicks,2,5,.286,1.5,2,5,99.0,106.1
Boston Celtics,1,5,.167,2.0,2,4,99.2,104.2
Cleveland Cavaliers,4,2,.667,—,4,2,95.8,93.0
Indiana Pacers,4,3,.571,0.5,3,4,95.3,95.6
Chicago Bulls,3,3,.500,1.0,4,2,97.2,90.3
Detroit Pistons,3,4,.429,1.5,3,4,93.7,96.4
Milwaukee Bucks,2,5,.286,2.5,2,5,100.1,104.7
Atlanta Hawks,4,2,.667,—,4,2,99.8,95.3
Miami Heat,3,2,.600,0.5,1,4,91.6,98.6
Washington Wizards,3,2,.600,0.5,3,2,110.8,104.4
Orlando Magic,4,3,.571,0.5,4,3,97.1,96.4
Charlotte Bobcats,1,4,.200,2.5,1,4,93.4,99.8
Utah Jazz,6,1,.857,—,5,2,104.7,98.7
Portland Trail Blazers,4,2,.667,1.5,3,3,94.8,96.2
Seattle SuperSonics,3,4,.429,3.0,4,3,103.0,100.6
Minnesota Timberwolves,2,4,.333,3.5,2,4,92.8,96.2
Denver Nuggets,1,3,.250,3.5,2,2,104.8,104.5
Los Angeles Clippers,4,1,.800,—,3,2,103.8,97.8
Sacramento Kings,3,2,.600,1.0,3,2,91.0,90.2
Golden State Warriors,4,3,.571,1.0,4,3,102.0,100.1
Los Angeles Lakers,4,3,.571,1.0,3,4,101.6,102.7
Phoenix Suns,2,5,.286,3.0,3,4,106.3,108.1
San Antonio Spurs,5,1,.833,—,4,2,99.5,94.0
Houston Rockets,4,2,.667,1.0,4,2,96.7,91.0
New Orleans/Oklahoma City Hornets,4,2,.667,1.0,4,2,98.5,95.7
Dallas Mavericks,1,4,.200,3.5,1,4,95.0,105.2
Memphis Grizzlies,1,4,.200,3.5,2,3,93.2,95.6
