Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Philadelphia 76ers,24,8,.750,—,23,9,95.5,89.3
New York Knicks,22,12,.647,3.0,22,12,87.7,83.9
Miami Heat,20,15,.571,5.5,20,15,88.1,86.1
Orlando Magic,14,19,.424,10.5,16,17,94.4,95.0
Boston Celtics,12,22,.353,13.0,12,22,93.8,98.3
New Jersey Nets,11,22,.333,13.5,12,21,88.3,92.3
Washington Wizards,7,28,.200,18.5,9,26,90.1,97.5
Charlotte Hornets,21,14,.600,—,22,13,90.6,87.3
Milwaukee Bucks,18,15,.545,2.0,18,15,98.5,96.8
Cleveland Cavaliers,16,15,.516,3.0,13,18,91.8,94.3
Toronto Raptors,16,17,.485,4.0,17,16,94.8,94.5
Indiana Pacers,15,19,.441,5.5,16,18,92.7,93.6
Detroit Pistons,14,20,.412,6.5,14,20,95.9,98.0
Atlanta Hawks,12,21,.364,8.0,11,22,86.5,90.8
Chicago Bulls,6,26,.188,13.5,5,27,84.4,95.7
Dallas Mavericks,22,13,.629,—,22,13,98.7,95.1
San Antonio Spurs,21,11,.656,-0.5,23,9,93.8,88.2
Utah Jazz,21,13,.618,0.5,23,11,96.1,91.6
Minnesota Timberwolves,20,15,.571,2.0,19,16,97.2,96.3
Denver Nuggets,19,15,.559,2.5,15,19,98.3,99.8
Houston Rockets,16,17,.485,5.0,17,16,95.1,94.8
Vancouver Grizzlies,10,23,.303,11.0,12,21,90.4,94.4
Portland Trail Blazers,24,10,.706,—,23,11,96.6,91.4
Sacramento Kings,21,9,.700,1.0,23,7,99.4,91.3
Los Angeles Lakers,23,11,.676,1.0,22,12,101.1,97.1
Phoenix Suns,20,12,.625,3.0,19,13,94.6,91.8
Seattle SuperSonics,17,18,.486,7.5,16,19,97.5,98.6
Los Angeles Clippers,12,23,.343,12.5,14,21,91.1,93.8
Golden State Warriors,11,22,.333,12.5,11,22,96.0,100.9
