Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,9,4,.692,—,10,3,97.7,88.4
Toronto Raptors,6,7,.462,3.0,6,7,107.1,108.2
Philadelphia 76ers,5,7,.417,3.5,4,8,96.3,100.8
New York Knicks,2,9,.182,6.0,3,8,101.4,109.5
New Jersey Nets,0,12,.000,8.5,2,10,84.4,94.8
Milwaukee Bucks,7,3,.700,—,7,3,99.6,94.1
Cleveland Cavaliers,9,4,.692,-0.5,8,5,99.3,95.4
Chicago Bulls,6,5,.545,1.5,4,7,90.6,93.3
Indiana Pacers,5,5,.500,2.0,5,5,99.8,99.8
Detroit Pistons,5,7,.417,3.0,6,6,92.3,92.3
Atlanta Hawks,11,2,.846,—,10,3,106.8,99.1
Orlando Magic,10,3,.769,1.0,9,4,99.1,93.5
Miami Heat,7,5,.583,3.5,7,5,96.3,94.7
Washington Wizards,3,8,.273,7.0,4,7,96.7,100.7
Charlotte Bobcats,3,9,.250,7.5,3,9,83.8,89.6
Portland Trail Blazers,9,5,.643,—,10,4,94.6,89.0
Denver Nuggets,8,4,.667,—,8,4,107.6,102.0
Oklahoma City Thunder,7,6,.538,1.5,8,5,96.7,93.6
Utah Jazz,6,6,.500,2.0,6,6,99.9,99.4
Minnesota Timberwolves,1,11,.083,7.0,1,11,89.7,103.4
Phoenix Suns,10,3,.769,—,8,5,109.8,106.6
Los Angeles Lakers,9,3,.750,0.5,8,4,102.0,98.0
Sacramento Kings,5,6,.455,4.0,5,6,102.7,104.5
Los Angeles Clippers,5,9,.357,5.5,5,9,96.9,100.6
Golden State Warriors,4,8,.333,5.5,5,7,109.6,111.7
Dallas Mavericks,10,3,.769,—,9,4,101.2,95.2
Houston Rockets,7,6,.538,3.0,8,5,103.0,100.2
San Antonio Spurs,4,6,.400,4.5,5,5,99.2,98.8
New Orleans Hornets,5,8,.385,5.0,4,9,99.6,104.4
Memphis Grizzlies,4,8,.333,5.5,4,8,100.3,106.3
