Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Philadelphia 76ers,9,0,1.000,—,7,2,94.3,84.7
New York Knicks,6,4,.600,3.5,5,5,86.9,86.1
New Jersey Nets,5,4,.556,4.0,5,4,95.0,92.0
Miami Heat,5,5,.500,4.5,6,4,86.1,84.4
Boston Celtics,4,5,.444,5.0,4,5,95.0,97.2
Orlando Magic,4,6,.400,5.5,3,7,92.4,96.6
Washington Wizards,3,8,.273,7.0,4,7,89.7,92.5
Cleveland Cavaliers,6,3,.667,—,4,5,91.3,93.1
Indiana Pacers,5,4,.556,1.0,5,4,92.1,89.4
Toronto Raptors,5,4,.556,1.0,7,2,99.6,91.4
Charlotte Hornets,4,6,.400,2.5,5,5,87.6,88.5
Detroit Pistons,4,6,.400,2.5,4,6,93.9,95.9
Milwaukee Bucks,3,6,.333,3.0,3,6,92.9,97.2
Chicago Bulls,1,8,.111,5.0,1,8,81.0,96.7
Atlanta Hawks,1,10,.091,6.0,2,9,88.3,98.6
Utah Jazz,7,2,.778,—,7,2,97.1,88.0
San Antonio Spurs,7,3,.700,0.5,7,3,93.7,89.2
Dallas Mavericks,7,4,.636,1.0,4,7,90.9,94.0
Minnesota Timberwolves,6,4,.600,1.5,6,4,96.5,94.3
Houston Rockets,6,5,.545,2.0,7,4,93.6,90.9
Denver Nuggets,5,5,.500,2.5,4,6,96.9,100.2
Vancouver Grizzlies,4,5,.444,3.0,5,4,88.4,86.8
Phoenix Suns,7,3,.700,—,8,2,95.3,88.0
Sacramento Kings,7,3,.700,—,8,2,101.4,91.9
Los Angeles Lakers,6,4,.600,1.0,6,4,97.1,94.9
Portland Trail Blazers,6,5,.545,1.5,6,5,92.0,89.7
Seattle SuperSonics,4,7,.364,3.5,4,7,93.8,96.8
Los Angeles Clippers,4,7,.364,3.5,4,7,87.2,91.3
Golden State Warriors,2,7,.222,4.5,2,7,95.1,102.7
