Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,39,16,.709,—,36,19,103.0,98.7
Toronto Raptors,37,16,.698,1.0,39,14,111.4,103.6
Washington Wizards,31,23,.574,7.5,30,24,107.4,105.6
Cleveland Cavaliers,30,22,.577,7.5,25,27,109.0,109.7
Milwaukee Bucks,30,23,.566,8.0,27,26,104.6,104.6
Indiana Pacers,30,25,.545,9.0,29,26,106.7,105.6
Miami Heat,29,25,.537,9.5,25,29,100.4,101.3
Philadelphia 76ers,26,25,.510,11.0,27,24,107.6,106.5
Detroit Pistons,26,26,.500,11.5,26,26,103.1,102.9
Charlotte Hornets,23,30,.434,15.0,27,26,106.4,106.4
New York Knicks,23,32,.418,16.0,25,30,103.8,105.5
Brooklyn Nets,19,36,.345,20.0,21,34,105.1,109.0
Chicago Bulls,18,35,.340,20.0,17,36,103.5,109.2
Orlando Magic,17,36,.321,21.0,19,34,105.8,110.2
Atlanta Hawks,17,37,.315,21.5,20,34,103.8,107.8
Golden State Warriors,41,13,.759,—,39,15,115.4,108.1
Houston Rockets,39,13,.750,1.0,39,13,114.1,105.9
San Antonio Spurs,34,21,.618,7.5,33,22,100.9,98.0
Minnesota Timberwolves,34,22,.607,8.0,34,22,109.0,105.7
Oklahoma City Thunder,31,24,.564,10.5,34,21,106.6,102.8
Portland Trail Blazers,29,25,.537,12.0,29,25,104.5,103.6
Denver Nuggets,29,25,.537,12.0,29,25,107.0,105.9
New Orleans Pelicans,28,25,.528,12.5,26,27,110.7,111.1
Los Angeles Clippers,27,25,.519,13.0,27,25,107.6,107.1
Utah Jazz,25,28,.472,15.5,28,25,103.4,102.3
Los Angeles Lakers,22,31,.415,18.5,22,31,106.7,109.7
Memphis Grizzlies,18,35,.340,22.5,20,33,99.2,102.6
Phoenix Suns,18,37,.327,23.5,15,40,104.6,112.2
Sacramento Kings,17,36,.321,23.5,13,40,98.4,106.5
Dallas Mavericks,17,37,.315,24.0,23,31,101.5,103.6
