Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,3,0,1.000,—,3,0,101.7,79.3
Philadelphia 76ers,1,1,.500,1.5,1,1,102.5,103.0
Toronto Raptors,1,1,.500,1.5,1,1,104.0,103.0
New Jersey Nets,0,2,.000,2.5,1,1,89.0,95.0
New York Knicks,0,2,.000,2.5,0,2,96.5,108.5
Chicago Bulls,1,1,.500,—,0,2,91.0,101.5
Detroit Pistons,1,1,.500,—,2,0,89.5,82.5
Cleveland Cavaliers,1,2,.333,0.5,2,1,94.7,94.3
Milwaukee Bucks,0,1,.000,0.5,0,1,86.0,99.0
Indiana Pacers,0,2,.000,1.0,0,2,96.0,108.0
Orlando Magic,2,0,1.000,—,2,0,107.5,95.5
Atlanta Hawks,2,0,1.000,—,2,0,110.0,99.0
Miami Heat,2,0,1.000,—,2,0,105.5,88.0
Charlotte Bobcats,1,1,.500,1.0,0,2,80.5,96.0
Washington Wizards,1,1,.500,1.0,1,1,95.5,95.5
Denver Nuggets,2,0,1.000,—,1,1,105.5,99.5
Oklahoma City Thunder,2,0,1.000,—,2,0,96.5,86.0
Portland Trail Blazers,1,1,.500,1.0,1,1,95.0,92.0
Utah Jazz,1,1,.500,1.0,1,1,108.0,106.0
Minnesota Timberwolves,1,1,.500,1.0,0,2,91.0,98.5
Phoenix Suns,2,0,1.000,—,2,0,116.0,104.0
Los Angeles Lakers,1,1,.500,1.0,1,1,89.5,93.0
Golden State Warriors,0,2,.000,2.0,0,2,104.0,115.5
Sacramento Kings,0,2,.000,2.0,0,2,90.5,99.5
Los Angeles Clippers,0,3,.000,2.5,1,2,99.0,106.3
Dallas Mavericks,1,1,.500,—,1,1,92.5,91.0
San Antonio Spurs,1,1,.500,—,1,1,99.0,94.0
New Orleans Hornets,1,1,.500,—,1,1,96.5,102.5
Houston Rockets,1,1,.500,—,1,1,97.5,101.5
Memphis Grizzlies,1,1,.500,—,1,1,94.5,101.5
