Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Miami Heat,18,6,.750,—,17,7,89.7,83.8
Orlando Magic,18,7,.720,0.5,15,10,89.6,86.9
New York Knicks,15,10,.600,3.5,15,10,87.0,84.4
Philadelphia 76ers,14,9,.609,3.5,16,7,90.8,85.7
Washington Wizards,10,14,.417,8.0,11,13,91.1,92.5
Boston Celtics,8,14,.364,9.0,9,13,94.7,97.5
New Jersey Nets,4,19,.174,13.5,5,18,85.9,93.6
Indiana Pacers,17,7,.708,—,14,10,93.7,91.0
Milwaukee Bucks,14,9,.609,2.5,14,9,91.8,89.4
Atlanta Hawks,14,11,.560,3.5,16,9,86.5,83.3
Detroit Pistons,13,11,.542,4.0,15,9,89.3,86.6
Cleveland Cavaliers,11,11,.500,5.0,11,11,88.0,88.5
Toronto Raptors,10,12,.455,6.0,10,12,89.8,91.0
Charlotte Hornets,8,14,.364,8.0,7,15,88.4,93.0
Chicago Bulls,7,17,.292,10.0,8,16,83.5,88.3
Utah Jazz,19,5,.792,—,19,5,94.6,85.6
San Antonio Spurs,16,9,.640,3.5,18,7,91.8,86.0
Houston Rockets,16,9,.640,3.5,13,12,93.7,92.9
Minnesota Timberwolves,14,11,.560,5.5,14,11,93.8,91.9
Dallas Mavericks,9,17,.346,11.0,10,16,90.3,93.0
Denver Nuggets,6,18,.250,13.0,7,17,94.0,100.0
Vancouver Grizzlies,5,20,.200,14.5,5,20,90.6,99.5
Portland Trail Blazers,19,5,.792,—,18,6,96.3,88.4
Los Angeles Lakers,17,9,.654,3.0,17,9,98.1,93.6
Seattle SuperSonics,12,10,.545,6.0,11,11,90.7,90.4
Phoenix Suns,12,13,.480,7.5,13,12,96.8,96.7
Sacramento Kings,11,15,.423,9.0,11,15,99.0,100.7
Golden State Warriors,10,14,.417,9.0,9,15,87.8,91.1
Los Angeles Clippers,1,22,.043,17.5,3,20,89.0,102.6
