Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,54,20,.730,—,55,19,112.4,104.3
Boston Celtics,50,23,.685,3.5,46,27,104.3,100.3
Cleveland Cavaliers,44,29,.603,9.5,38,35,111.1,110.3
Indiana Pacers,43,31,.581,11.0,41,33,105.8,104.2
Philadelphia 76ers,42,30,.583,11.0,43,29,108.5,105.5
Washington Wizards,40,33,.548,13.5,39,34,107.0,106.0
Milwaukee Bucks,39,34,.534,14.5,36,37,106.0,106.2
Miami Heat,39,35,.527,15.0,38,36,103.3,103.1
Detroit Pistons,33,40,.452,20.5,35,38,103.0,103.7
Charlotte Hornets,33,41,.446,21.0,37,37,107.4,107.4
New York Knicks,27,47,.365,27.0,29,45,104.2,107.5
Chicago Bulls,24,49,.329,29.5,21,52,103.4,110.1
Brooklyn Nets,23,51,.311,31.0,27,47,106.4,110.6
Orlando Magic,22,51,.301,31.5,25,48,104.3,109.1
Atlanta Hawks,21,53,.284,33.0,24,50,103.6,109.0
Houston Rockets,60,14,.811,—,56,18,113.5,104.4
Golden State Warriors,54,19,.740,5.5,52,21,114.4,107.2
Portland Trail Blazers,45,28,.616,14.5,43,30,106.0,103.2
Oklahoma City Thunder,44,31,.587,16.5,45,30,107.3,104.0
New Orleans Pelicans,43,31,.581,17.0,38,36,111.4,111.0
San Antonio Spurs,43,31,.581,17.0,45,29,102.4,99.2
Utah Jazz,42,32,.568,18.0,45,29,103.5,100.2
Minnesota Timberwolves,42,32,.568,18.0,42,32,110.0,107.7
Denver Nuggets,40,33,.548,19.5,40,33,109.8,108.3
Los Angeles Clippers,39,34,.534,20.5,39,34,109.6,108.7
Los Angeles Lakers,32,40,.444,27.0,33,39,108.5,110.0
Sacramento Kings,24,50,.324,36.0,20,54,99.4,106.8
Dallas Mavericks,22,51,.301,37.5,30,43,102.7,105.3
Memphis Grizzlies,19,54,.260,40.5,22,51,98.7,104.8
Phoenix Suns,19,55,.257,41.0,16,58,104.0,113.9
