Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Philadelphia 76ers,56,26,.683,—,54,28,94.7,90.4
Miami Heat,50,32,.610,6.0,48,34,88.9,86.6
New York Knicks,48,34,.585,8.0,50,32,88.7,86.1
Orlando Magic,43,39,.524,13.0,44,38,97.5,96.5
Boston Celtics,36,46,.439,20.0,35,47,94.6,96.8
New Jersey Nets,26,56,.317,30.0,26,56,92.1,97.1
Washington Wizards,19,63,.232,37.0,23,59,93.2,99.9
Milwaukee Bucks,52,30,.634,—,52,30,100.7,96.9
Toronto Raptors,47,35,.573,5.0,48,34,97.6,95.4
Charlotte Hornets,46,36,.561,6.0,48,34,91.9,89.8
Indiana Pacers,41,41,.500,11.0,40,42,92.6,92.8
Detroit Pistons,32,50,.390,20.0,36,46,95.6,97.3
Cleveland Cavaliers,30,52,.366,22.0,28,54,92.2,96.5
Atlanta Hawks,25,57,.305,27.0,26,56,91.0,96.2
Chicago Bulls,15,67,.183,37.0,16,66,87.6,96.7
San Antonio Spurs,58,24,.707,—,63,19,96.2,88.4
Utah Jazz,53,29,.646,5.0,55,27,97.1,92.4
Dallas Mavericks,53,29,.646,5.0,53,29,100.5,96.2
Minnesota Timberwolves,47,35,.573,11.0,45,37,97.3,96.0
Houston Rockets,45,37,.549,13.0,48,34,97.2,94.9
Denver Nuggets,40,42,.488,18.0,34,48,96.6,99.0
Vancouver Grizzlies,23,59,.280,35.0,25,57,91.7,97.5
Los Angeles Lakers,56,26,.683,—,51,31,100.6,97.2
Sacramento Kings,55,27,.671,1.0,57,25,101.7,95.9
Phoenix Suns,51,31,.622,5.0,48,34,94.0,91.8
Portland Trail Blazers,50,32,.610,6.0,53,29,95.4,91.2
Seattle SuperSonics,44,38,.537,12.0,41,41,97.3,97.3
Los Angeles Clippers,31,51,.378,25.0,32,50,92.5,95.3
Golden State Warriors,17,65,.207,39.0,17,65,92.5,101.5
