Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,13,3,.813,—,13,3,107.6,97.0
Brooklyn Nets,6,8,.429,6.0,7,7,99.9,100.3
Boston Celtics,4,9,.308,7.5,5,8,104.5,107.3
New York Knicks,4,13,.235,9.5,5,12,94.2,99.9
Philadelphia 76ers,0,15,.000,12.5,1,14,89.9,105.4
Chicago Bulls,10,6,.625,—,9,7,101.1,99.2
Milwaukee Bucks,10,7,.588,0.5,8,9,96.7,97.2
Cleveland Cavaliers,7,7,.500,2.0,9,5,102.9,99.5
Indiana Pacers,7,9,.438,3.0,7,9,93.2,94.4
Detroit Pistons,3,13,.188,7.0,5,11,91.9,98.0
Washington Wizards,9,5,.643,—,7,7,98.6,97.9
Atlanta Hawks,8,6,.571,1.0,7,7,103.3,103.4
Miami Heat,8,7,.533,1.5,7,8,97.0,97.5
Orlando Magic,6,12,.333,5.0,5,13,94.7,100.6
Charlotte Hornets,4,13,.235,6.5,5,12,94.7,100.9
Portland Trail Blazers,12,4,.750,—,12,4,104.1,96.4
Denver Nuggets,8,8,.500,4.0,8,8,105.5,105.5
Utah Jazz,5,11,.313,7.0,5,11,95.6,100.8
Oklahoma City Thunder,5,12,.294,7.5,7,10,90.9,93.2
Minnesota Timberwolves,4,10,.286,7.0,3,11,101.4,110.4
Golden State Warriors,13,2,.867,—,12,3,107.3,96.7
Los Angeles Clippers,10,5,.667,3.0,9,6,103.2,99.3
Phoenix Suns,10,7,.588,4.0,9,8,105.4,103.9
Sacramento Kings,9,7,.563,4.5,9,7,102.3,100.9
Los Angeles Lakers,3,13,.188,10.5,4,12,102.5,111.4
Memphis Grizzlies,14,2,.875,—,12,4,100.6,92.8
Houston Rockets,12,4,.750,2.0,10,6,96.3,92.2
Dallas Mavericks,12,5,.706,2.5,13,4,109.1,99.9
San Antonio Spurs,11,4,.733,2.5,11,4,98.7,92.7
New Orleans Pelicans,7,7,.500,6.0,8,6,101.9,99.9
