Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,55,13,.809,—,56,12,100.4,90.0
Toronto Raptors,35,34,.507,20.5,42,27,100.0,97.0
Philadelphia 76ers,34,35,.493,21.5,36,33,96.6,96.0
New Jersey Nets,29,40,.420,26.5,22,47,94.9,100.1
New York Knicks,19,49,.279,36.0,19,49,95.5,102.2
Detroit Pistons,49,19,.721,—,51,17,98.2,90.8
Cleveland Cavaliers,40,30,.571,10.0,35,35,97.1,97.2
Indiana Pacers,28,41,.406,21.5,29,40,103.5,105.7
Chicago Bulls,27,41,.397,22.0,28,40,96.6,99.3
Milwaukee Bucks,23,44,.343,25.5,19,48,96.1,102.8
Orlando Magic,46,25,.648,—,47,24,104.9,99.8
Washington Wizards,35,33,.515,9.5,34,34,98.4,98.4
Atlanta Hawks,29,39,.426,15.5,28,40,96.8,99.1
Charlotte Bobcats,24,44,.353,20.5,22,46,95.7,100.9
Miami Heat,12,56,.176,32.5,16,52,93.0,101.3
Utah Jazz,45,25,.643,—,48,22,106.1,100.2
Denver Nuggets,41,28,.594,3.5,43,26,109.3,105.7
Portland Trail Blazers,36,33,.522,8.5,33,36,95.9,96.7
Minnesota Timberwolves,17,51,.250,27.0,18,50,94.5,101.4
Seattle SuperSonics,16,53,.232,28.5,16,53,97.7,106.6
Los Angeles Lakers,48,21,.696,—,50,19,108.1,100.9
Phoenix Suns,46,22,.676,1.5,45,23,110.0,105.0
Golden State Warriors,42,26,.618,5.5,40,28,110.9,108.0
Sacramento Kings,31,37,.456,16.5,29,39,101.7,104.0
Los Angeles Clippers,21,47,.309,26.5,19,49,94.2,100.6
Houston Rockets,47,22,.681,—,46,23,96.5,91.9
New Orleans Hornets,46,21,.687,—,46,21,100.1,94.8
San Antonio Spurs,46,23,.667,1.0,46,23,95.6,91.1
Dallas Mavericks,44,25,.638,3.0,46,23,100.2,95.5
Memphis Grizzlies,17,51,.250,29.5,20,48,99.6,105.8
