Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,38,25,.603,—,44,19,95.4,89.7
Philadelphia 76ers,36,25,.590,1.0,35,26,96.5,94.3
Boston Celtics,36,26,.581,1.5,31,31,94.0,93.9
Orlando Magic,32,31,.508,6.0,31,32,98.2,98.4
Washington Wizards,30,32,.484,7.5,31,31,91.7,91.5
New York Knicks,27,35,.435,10.5,28,34,95.3,96.9
Miami Heat,20,42,.323,17.5,21,41,85.7,89.8
Detroit Pistons,38,23,.623,—,40,21,90.3,86.2
Indiana Pacers,38,24,.613,0.5,37,25,97.0,94.1
New Orleans Hornets,36,27,.571,3.0,37,26,94.7,92.6
Milwaukee Bucks,32,31,.508,7.0,32,31,99.1,99.1
Atlanta Hawks,24,39,.381,15.0,22,41,93.5,97.8
Chicago Bulls,22,42,.344,17.5,22,42,93.8,98.5
Toronto Raptors,20,39,.339,17.0,19,40,90.3,95.4
Cleveland Cavaliers,11,52,.175,28.0,11,52,90.7,101.7
Dallas Mavericks,48,14,.774,—,49,13,102.6,93.3
San Antonio Spurs,42,18,.700,5.0,41,19,94.5,89.7
Minnesota Timberwolves,40,24,.625,9.0,36,28,97.7,95.8
Utah Jazz,35,27,.565,13.0,38,24,95.4,92.3
Houston Rockets,32,30,.516,16.0,34,28,92.9,91.7
Memphis Grizzlies,20,41,.328,27.5,22,39,96.8,101.0
Denver Nuggets,13,50,.206,35.5,13,50,82.7,91.0
Sacramento Kings,44,19,.698,—,45,18,101.0,94.7
Portland Trail Blazers,40,22,.645,3.5,37,25,94.8,92.1
Los Angeles Lakers,34,26,.567,8.5,34,26,98.9,97.1
Phoenix Suns,33,28,.541,10.0,31,30,95.2,94.8
Golden State Warriors,30,32,.484,13.5,30,32,101.5,102.0
Seattle SuperSonics,28,33,.459,15.0,29,32,91.9,92.5
Los Angeles Clippers,20,42,.323,23.5,21,41,92.6,97.0
